ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
318,كيك كيك,"حزب الحارة ، حزب الساخنة. ميمينغ كوالا ، تمر على السعادة!
مع كيك كيك مع لحن حلو غنوا لليوم ~",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: ضوء النجوم يرفرف على الجسم!,,,,
319,حبوب الأرز,"سعال, مقابلة,
أي صديق لديه وجع في الأسنان من تناول الكثير من السكر ؟
رقائق الشوكولاتة جيدة ، لكن لا يمكنك أن تأكل أكثر ~",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: رقائق الشوكولاتة تطفو!,,,,
320,المهرب,"القتل ليس في نيتي.
الخطيئة ، الأنهار والبحيرات ستحكم من تلقاء نفسها.
الرياح باردة مثل النصل ، والسيف يمر دون أن يترك أثرا.
الليلة ، مواجهة!",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: بقع الضوء الأخضر ترفرف على الجسم!,,,,
321,نيبرو,"شعر ناعم وعينان ساحرتان ، خشخشة مثل تساقط أزهار الكرز.
لا تسألني عن اسمي الرمزي، شيطان أم فارس؟ هويتي متروكة لك لتقرر.",,صورة الملف الشخصي: افتح صورة الملف الشخصي.,تأثيرات الجسم: ضوء النجوم يرفرف على الجسم!,,,,
322,بوفيل,"ليس من الصعب تحويل الحجر إلى ذهب ، لأن تقلبات الخير والشر طويلة. إذا لم تحركك الجاذبية ، سأعمل السحر. يتغير!
إنها بطاقة جيدة ولا ينبغي منحها لشخص سيء.",,صورة الملف الشخصي: افتح صورة الملف الشخصي.,تأثيرات الجسم: البطاقات تطفو!,,,,
323,الإمبراطورة الأرملة,"شعرت بالدفء في الشتاء ، رفعت رأسي وأتيت إلى البحيرة.
ارمي القذائف في المسرحية واستمع إلى صوت زهرة اللوتس الجديدة في كل مكان.",,تغييرات خاصة: يمكن للعبة تحقيق وظيفة التحول ، وتغيير الشكل والدولة!,#cda5b0a التحول: يمكنك تغيير في شكل حورية البحر في الماء ، انقر فوق الزر الموجود على اليسار للمعاينة! #n,الموهبة: يمكن أن تحفز سلالات خاصة وتتنفس بحرية تحت الماء!,Avatar Frame: فتح إطار Avatar الديناميكي تلقائيًا عند الحصول عليه.,#cda5b0a محدود بإنتاج ستار باك#n.,
324,لؤلؤة الجنية,الشرب في الليل يذيب القمر واللؤلؤ يسقط من الحرير.,,تغييرات خاصة: يمكن للعبة تحقيق وظيفة التحول ، وتغيير الشكل والدولة!,تحويل #cda5b0a: يمكن تحويله إلى شكل طبيعي على الأرض ، انقر فوق الزر الموجود على اليسار للمعاينة! #n,الموهبة: يمكن أن تحفز سلالات خاصة وتتنفس بحرية تحت الماء!,,#cda5b0a محدود بإنتاج ستار باك#n.,
325,هاين,"أرقص كالحرير في مهب الريح ،
قاع البحر مثل اليشم.",,صورة الملف الشخصي: افتح صورة الملف الشخصي.,تأثيرات الجسم: الفقاعات تطفو!,#cda5b0a محدود بإنتاج دريمر باك#n.,,,
326,هارفي,"تسير الروح على حدود الحياة والموت ، وتتجول بين آلاف النفوس الميتة.
تتفتح أجنحة الشجاعة ببراعة ، ويرتفع الفكر الشرير زئيرًا ومندفعًا بعيدًا.",,صورة الملف الشخصي: افتح صورة الملف الشخصي.,تأثيرات الجسم: ريش أسود يرفرف من الجسم!,,,,
327,جليني,فرك الكتفين بالورود السوداء ، وفتح باندورا ، وعظام الخفافيش مع وشم الروح ، والوجوه المبتسمة تحترق على الجماجم. ولدت في المساء ، مختبئة في الصباح - الظلمة هي حياتي. يتعايش اللون الأحمر الكرزي مع التبييض المؤثر والهيكل العظمي والشرير.,,صورة الملف الشخصي: افتح صورة الملف الشخصي.,المؤثرات الخاصة بالجسم: الخفافيش والقلوب الوردية تطفو على الجسم!,التخصيص: بعد الحصول عليها ، يمكنك أن تتطابق بحرية مع الزخارف الخلفية وزخارف الأسطح وزخارف اليد والأجزاء الأخرى في [التخصيص]!,,,
328,المريخ الكبير,"دورة القدر ، التروس لا تتحول أبدًا بشكل لا إرادي ، لكنه يفضل السخرية من هذا المستقبل السخيف.
الإيقاع عبارة عن شفرة ، والكلمات عبارة عن رصاص ، و ""البلطجية"" الذين لا يقاتلون أبدًا يستخدمون الموسيقى لإيقاظ المدينة المخدرة.
ربما تستيقظ الأحلام دائمًا ، لكن الآن ليس الوقت المناسب",,صورة الملف الشخصي: افتح صورة الملف الشخصي.,آثار أقدام المشي: اترك آثار أقدام ضوء النجوم حيث تمشي.,,,,
329,مارلين,"تحت الأضواء الرائعة ، لا يُسمح إلا بغناء نفس الترانيم ، والشوارع تتجول ، ويهدر غيتارها الكهربائي الصراخ الألم الحقيقي وجمال الحياة.
فماذا لو لم يتم التعرف عليه ؟ من المؤكد أن الروح المتمردة والحرة سوف تنجذب إلى غناء مارلين وكسر الأغلال.",,صورة الملف الشخصي: افتح صورة الملف الشخصي.,آثار أقدام المشي: اترك آثار أقدام ضوء النجوم حيث تمشي.,,,,
330,لحاف شياو مي,ارتدِ زي بطلك الخارق المفضل ، واعمل مؤقتًا كعباءة وسيم ، وسيتم إرسال شياومي، الرجل الخارق الذي يعاقب الشر ويروج للخير ، على الفور!,,الإطار: فتح الإطار,المؤثرات الخاصة للجسم: بقع ضوئية ذهبية تطفو على الجسم!,,,,
331,ملاك,"منعت الأجنحة المتغيرة على جسدها أنجل من الاقتراب من المجتمع البشري ، كما منعها عقلها الصافي من التواجد مع الوحوش المتحولة التي فقدت عقولها.
عندما كانت تحتضر في البرية ، أنقذها جندي بجسد ميكانيكي للغاية ظهرها إلى آخر منطقة بشرية. نظرًا لكونها الأمل الأخير للبشرية ، وجدت نفسها أيضًا في حماية الجنود الصارمة.",,صورة الملف الشخصي: افتح صورة الملف الشخصي.,تأثير الجسم: ريش بيضاء تطفو حول الجسم!,,#cda5b0a تفاعل: يمكن أن يؤدي إلى تفاعلات مع إيسايا!#n,,
332,آسيا,"يقاتل الوحوش المتحولة على مدار السنة ، نفس الفيروس يؤدي إلى تآكل جسد اسيا وحتى عقلها ...
خلال عملية معينة ، التقى إشعياء بفتاة غريبة غريبة ، ولم يجلب وصولها أملًا جديدًا للبشرية فحسب ، بل شفى أيضًا قلب إشعياء الجريح بهدوء.",,صورة الملف الشخصي: افتح صورة الملف الشخصي.,تأثير الجسم: مكعبات الطاقة تطفو حول الجسم!,,#cda5b0a تفاعل: يمكن أن يؤدي إلى تفاعلات مع أنجل!#n,,
333,عائق الطريق,عائق الطريق هو محارب من معسكر شرطة باتيان ، يمكنه أن يرى من خلال البشر في لمحة ، ويستخدم ثقة الناس لخداعهم. كما أنه يستمتع بتمزيق خصومه بأسلحته القوية ويديه الهيدروليكية.,,صورة الملف الشخصي: افتح صورة الملف الشخصي.,تأثيرات الجسم: البرق يرفرف على الجسم!,"تشوه #cda5b0a: انقر فوق الزر ""تشوه"" على اليسار لتبديل شكل الروبوت / السيارة! #n",,,
334,كيكسي ساطع فتاة,يتميز Cozy Glow بمظهر رائع وعلامة لطيفة على الرخ. طموحة كما هي ، تتلاعب بالصداقة كوسيلة لممارسة القوة وفي النهاية هُزمت وتحولت إلى حجر.,,صورة الملف الشخصي: افتح صورة الملف الشخصي.,تأثيرات الجسم: ألسنة اللهب ترفرف حولها!,,,,
335,بنت ابل ليلي,تفاحة ليلي هي الأخت الصغرى لـ تفاحة جيكي وأحد الأعضاء المؤسسين لـ نادي  المحبوبون  بالإضافة إلى المساعدة في حصاد التفاح في الحاصدون الجنود  اللطيفون ، تعمل أيضًا بجد للحصول على علامة المحبوبون  مع بعض الاشخاص,,صورة الملف الشخصي: افتح صورة الملف الشخصي.,تأثيرات الجسم: الزهور متناثرة على الجسم!,,,,
336,الثلوج فتاة القلب,قلب الثلج هي ابنة أميرة الدرع اللامع وعلم الأصوات ، سميت على شرف الحفل الكريستالي عندما حطمت القلب الكريستالي بالبكاء. بعد ذلك ، استقر سحرها ولم يحدث هذا مرة أخرى.,,صورة الملف الشخصي: افتح صورة الملف الشخصي.,تأثيرات الجسم: نقاط وردية من الضوء ترفرف على الجسم!,,,,
337,الأمير أكايا ، ليانشنغ,"في هذا العالم الفوضوي
لا تخاف من الأطفال الجرحى
من يريد أن يؤذي الناس مرة أخرى
فوق النهر وفوق البحر ، لن يدخر!",,تغييرات خاصة: يمكن للعبة تحقيق وظيفة التحول ، وتغيير الشكل والدولة!,#cda5b0a تلون: القدرة الإلهية: شكل الأحداث للتحويل ، انقر فوق الزر الموجود على اليسار للمعاينة #n.,,,,
338,لينجزي بوي ، ليانشنغ,"جميع الكائنات تنظر إلي
جاهل وخالي من القلق
زهرة اللوتس خلفي تتفتح
أثارت رياح الخريف والأمواج الكثير من الرياح والغيوم.",,تغييرات خاصة: يمكن للعبة تحقيق وظيفة التحول ، وتغيير الشكل والدولة!,#cda5b0a تبديل نموذج البالغين ، انقر فوق الزر الموجود على اليسار للمعاينة #n.,,,,
339,شاوهوا,"حزمة moxa تتجاذب بلطف في بساتين الفاكهة ، وتتكاثر أزهار Jiayang فجأة.
جولة مهرجان Yuelang Dragon Boat Dragon Boat ، خمس فطائر من الحرير ويشب شفاف.
امسك المروحة Huanxi لتبديد الحرارة ، وتنزل الشمس الحمراء لتذكر السهول القديمة.",,صورة الملف الشخصي: افتح صورة الملف الشخصي.,تأثيرات الجسم: أوراق خضراء ترفرف على الجسم!,,,,
340,دوريس,"دينغ دونغ يحمل الأخبار من بعيد.
انقر ، انقر ، وقم بالسير في الشوارع والأزقة المجاورة.
هه ، ابتسامة المتلقي هي أكبر رضا للمرسل!",,الإطار: افتح الإطار,المؤثرات الخاصة بالجسم: رسائل تطفو حول جسدها!,,,,
341,إعانة,"تنتشر موسيقى الأفراح والأحزان في آلاف الأسر.
كان هناك طرق على الباب ، ووصلت الرسالة في الوقت المحدد.
مسؤولية الرسول حماية كل حرف.",,الإطار: افتح الإطار,المؤثرات الخاصة بالجسم: رسائل تطفو حول جسدها!,,,,
342,لامبرت,"سمي فن التنجيم على اسم النجوم وعلى اسم الوصية.
تتشابك عجلات الحظ ، ويتنبأ الإسطرلاب بالتناسخ.
لم تختف أسطورة المستقبل أبدًا. وأنا أبحث عن هذا الشيء المفقود.",,الإطار: افتح الإطار,المؤثرات الخاصة بالجسم: رسائل تطفو حول جسدها!,,,,
343,مارتين,عندما بدأ مارتيني كصياد جوائز ، كان هدفه الأصلي هو حماية أولئك الذين لا يستطيعون الدفاع عن أنفسهم. تعرضت مفاصله لأضرار مروعة في قتال ديناصور معدل وراثيًا ، وستخيف جمجمة الديناصورات التي يحملها معه حتى أسوأ المجرمين.,العناصر قابلة للفتح من الأنشطة,الإطار: افتح الإطار,المؤثرات الخاصة بالجسم: رسائل تطفو حول جسدها!,,,,
344,قدس السماء,سييلو سانتو هو قائد فريق العملاق الذي هزم التيرانوصور، شجاع وعادل.,,الصورة الرمزية: فتح القفل.,تأثير جسدي: تتدفق النيران خلفه/خلفها！,#cda5b0aالتحول: انقر يساراً، روبوت/مركبة! #n,,,
345,أغنية صيف، حلم,نسيم الصيف يعبر الثياب والشعر، يلتقي بالجمال بشكل غير متوقع.,,الصورة الرمزية: فتح القفل.,يطفو حول جسدها زهور!,,,,
346,النجوم ترقص بليندا,على السكيت، مع الموسيقى، نحلق على الأرض!,,الصورة الرمزية: فتح القفل.,تأثير جسدي: ملاحظات موسيقية تتطاير حول الجسم!,,,,
347,شمس دافئة، باني,تعبت، أريد الفراش.,,الصورة الرمزية: فتح القفل.,نعسانية تنبعث منه/منها!,,,,
348,مرحبًا كيتي لورنا,تحبين القوس؟ مش هدية.,,الصورة الرمزية: فتح القفل.,تأثير جسدي: بتلات تطفو حول الجسم!,آثار زهور المشي。,,,
349,سينامورول نيمو,بتلات عطر، زمن متوقف.,,الصورة الرمزية: فتح القفل.,يطفو حول جسدها زهور!,آثار حلوى بعد المشي.,,,
350,غالان,مغارة الماضي، أمير معبر، معاناة متجاوزة، حلم مذهل.,,الصورة الرمزية: فتح القفل.,تأثير جسدي: ملاحظات موسيقية تتطاير حول الجسم!,تخصيص: اشترِ وامزج بين الزينة للظهر والوجه واليد.,,,
351,توت فراولة,ثلاث موجات حرارة تعلن صيفًا، بلا برودة. قشرة خضراء، قرع أحمر، رمل حلو. رائحة الفاكهة تخفف الحرارة، ثلج يدخل، جسد يتلألأ.,,الصورة الرمزية: فتح القفل.,تأثير على الجسم: عبير البطيخ يتطاير في الهواء!,,,,
352,أيدن,قائد يوجِّه، لا يسيطر على الولاء. شجاع، يسعى للفوز فقط. الهجوم العكسي أو المطاردة، تغيير سريع.,يمكن الحصول على العناصر غير المؤمنة من خلال الحدث,الصورة الرمزية: فتح القفل.,تأثير على الجسم: نقاط ضوء تطفو حول الجسم!,,,,
353,تيلنوس,سليل نصف سلالة من الديناصور ريكس آكلة اللحوم لديه مظهر مهيب وقلب وحيد. عندما يقرأ رفيق قلبه ، سيظهر أيضًا جانبًا لطيفًا جدًا ~,,الصورة الرمزية: فتح الصورة الرمزية.,تأثيرات الجسم: رائحة الشواء تنطلق عبر الجسم!,,,,
354,تريسنو,العاشبة ديناصور مختلطة العرق فتاة ، شخصية بسيطة وضعيفة ، يكره الخلافات ، ويبدأ في الكفاح بشجاعة من أجل ما تريد بتشجيع من رفيقها تينوس.,,الصورة الرمزية: فتح الصورة الرمزية.,تأثيرات الجسم: أوراق خضراء ترفرف على الجسم!,,,,
355,الكابتن هيون يو ، يان روي,"تهب الرياح على الغابة وتبدأ التعويذة ،
سوف يستيقظ ختم النوم في النهاية.
اسمع ، الكابتن شوان يي شياو.
اغسل آلام الصيف والصيف.",,#cda5b0a التحول: وظيفة التحول يمكن أن تتحقق في اللعبة ، انقر على زر على اليسار لمعاينة! #n,آثار الجسم: تنتشر أوراق القيقب على الجسم ، وتترك آثار أقدام قناع حيث تمشي!,الموهبة: يمكن أن توقظ القوة الروحية المختومة وتقاوم أضرار الجليد!,Avatar Frame: فتح إطار Avatar الديناميكي تلقائيًا عند الحصول عليه.,,
356,مابل فوكس ريد نايت ، يانروي,"وانلي فنغهو يشرب ندى الثلج.
قطعة من الحداد ،
الشتاء العظام الباردة البرية.
لا شيء أكثر من مجرد فكرة لإنقاذ الأرواح!",,#cda5b0a التحول: وظيفة التحول يمكن أن تتحقق في اللعبة ، انقر على زر على اليسار لمعاينة! #n,آثار الجسم: تنتشر أوراق القيقب على الجسم ، وتترك آثار أقدام قناع حيث تمشي!,الموهبة: يمكن أن توقظ القوة الروحية المختومة وتقاوم أضرار الجليد!,Avatar Frame: فتح إطار Avatar الديناميكي تلقائيًا عند الحصول عليه.,,
357,سينثيا,قائد نجم القمر الذي يستخدم سحر ضوء القمر هو ساحر الحفل الملكي الجديد. عندما تلوح بالصولجان بالنجوم والأقمار في يدها ، ستحيط النوتات الموسيقية للنجوم والأقمار التي تقرأها بجانب الفستان. هي من المدينة خارج العالم. إنها مع النجوم والأقمار طوال اليوم ، وشعرها الرقيق الذي يشبه السحابة هو رمز لحلاوتها.,,الصورة الرمزية: فتح الصورة الرمزية.,تأثيرات الجسم: ضوء النجوم ينجرف من الجسم!,إطار الصورة: يتم فتحه تلقائيًا.,,,
358,سكول,لطالما حلمت Skoll باستكشاف الكون. اليوم أدرك حلمه أخيرًا. التقط سفينة فضاء ، وأصلح سفينة الفضاء بتكنولوجيا رائعة ، ثم قاد سفينة الفضاء على الفور إلى الكون. في اللحظة التي اخترق فيها السماء ، رأى النجوم وشعر بالضوء الجميل ، وكلها أثارت حماسته.,,الصورة الرمزية: فتح الصورة الرمزية.,تأثيرات الجسم: النجوم تطفو!,,,,
359,سكارليت,فتاة مشرقة باردة مع شعر أحمر على شكل أخطبوط متوهج يضيء بدوار في الشمس. تحب استكشاف كل رياضة في العالم ، وخاصة التزلج. يمكنها التزلج بمهارة والسباحة بين عقبات مختلفة. إنها أروع فتاة لوح التزلج على الكتلة.,,الصورة الرمزية: فتح الصورة الرمزية.,تأثيرات الجسم: الأخطبوط يطفو!,,,,
360,"الصيف, فيونا","فيونا التي نشأت على البحر ، مشمسة وحرة ، تحب اللعب بمسدسات الماء ، لكن تحت مظهرها الحلو قلب متعصب
أنا... أخيرًا يمكنني اللعب وفقًا لمحتوى قلبي!
هل أنت... تريد أن تلعب معي أيضا ؟",,الصورة الرمزية: فتح الصورة الرمزية.,تأثيرات الجسم: فقاعات تطفو حول الجسم!,,,,
361,بوني,تحت مظهر جميل ، وهناك مخاطر خفية ، لا ينبغي الخلط.,,الصورة الرمزية: فتح الصورة الرمزية.,تأثيرات الجسم: محاط بضوء رائع!,,,,
362,الشيطان الأحمر يامي,شيطان جينكي الأحمر الصغير مغرم جدًا بالرياضة. عدم خوفها من البرد يجعلها أكثر رواد النادي نشاطًا، ولا تتعرض إلا لقذف النيران عندما تكون متحمسة.,,الصورة الرمزية: فتح الصورة الرمزية.,Body FX: محاط برقائق الثلج البيضاء النقية!,,,,
363,قزم الثلج,الجان الذين يعيشون في أعماق الغابات الجليدية والثلجية خجولون وملفوفون بزغب أبيض ثلجي ، وقليل من الناس يمكنهم رؤية ألوانهم الحقيقية.,,التحول الخاص: تجربة التحول في اللعبة، تغيير مظهرك وحالتك!,#cda5b0a التنكر: قم بالتبديل إلى صورة جد الشتاء، انقر على الزر الأيسر للمعاينة. #n,الخصائص: مقاوم للتجمد!,مواد خاصة: ملابس مع بلورات الجليد.,إطار الصورة: يتم فتحه تلقائيًا.,
364,الشتاء العفريت,يتحول الكريستال الجليدي الصغير المبارك إلى قزم شتوي جميل ، يحمل حقيبة مليئة برقاقات الثلج الصغيرة ، ويرش رقاقات الثلج الناعمة في العالم ، مما يضيف لمسة من المرح إلى ألوان الشتاء الرتيبة.,,التحول الخاص: تجربة التحول في اللعبة، تغيير مظهرك وحالتك!,#cda5b0a التحول: انقر على الزر الأيسر لعرض شكل جنية الثلج. #n,الخاصية: جني الشتاء غير متأثر بالتجمد!,مواد خاصة: ملابس مع بلورات الجليد.,إطار الصورة: يتم فتحه تلقائيًا.,
365,ورديه,أميرة بلد الليل المظلم محاطة دائمًا بتلات حمراء الدم ، وعصير الورود يصبغ تنورتها باللون الأحمر ، وترقص في ضوء القمر برائحة الزهور ، ولديها القوة الغامضة للحياة الأبدية.,,الصورة الرمزية: فتح الصورة الرمزية.,تأثيرات الجسم: الورود متناثرة على الجسم!,,,,
366,فالنتين,الصبي الذي يقتل التنين ، والذي تسيطر عليه الشياطين لسنوات عديدة ، عاش دائمًا حياة بعيدًا عن الناس ووحيدًا لتجنب إيذاء الأبرياء. كلما اشتم رائحة الدم ، لا يمكنه التحكم في الطاقة الشيطانية في جسده. بعد استعادة وعيه ، كان دائمًا منزعجًا للغاية ، ولكن مع النمو وهزيمة الشياطين تدريجيًا ، أصبح الصبي الذي يقتل التنين في النهاية تنينًا.,يمكن الحصول على العناصر غير المؤمنة من خلال الحدث,الصورة الرمزية: فتح الصورة الرمزية.,تأثيرات الجسم: الريش يرفرف على الجسم!,,,,
367,نسبة عالية,بطاقة أمنية غامضة ، تدعو الساحر جوبي لاستكشاف سحر مجهول. من أجل الدخول إلى هذا العالم الرومانسي والغامض الجديد ، يبدأ جوبي رحلة إلى بحر النجوم.,,الصورة الرمزية: فتح الصورة الرمزية.,تأثيرات الجسم: ضوء النجوم ينجرف من الجسم!,,,,
368,,,,,,,,,
369,درع السماء القرمزية ، هوا مولان,"الخيول الفضية والحديدية ، وطبول الحرب تتنافس ، والخيول تهمس والناس يغليون ، والسيوف والسيوف.
في ساحة المعركة من لحم ودم ، لم أخاف أبدًا ، لمجرد أنني أحمل عائلتي وبلدي على ظهري ، فقط في عدد لا يحصى من الليالي المتأخرة ، ستتقطر الوحدة والشوق من زوايا عيني بالدموع.",,تغييرات خاصة: اللعبة يمكن تحقيق وظيفة التحول ، وتغيير الشكل والدولة!,#cda5b0a خلع الملابس: يمكنك تبديل شكل بدوار ، انقر فوق الزر الموجود على اليسار للمعاينة. #n,#cda5b0a صوت حصري: سيتم تشغيل صوت حصري في الخريطة ، انقر فوق الزر الموجود على اليسار للاستماع! #n,Avatar Frame: يفتح تلقائيًا إطار Avatar الديناميكي عند الحصول عليه.,,
370,يوي جين دو منغ هوا مولان,من يقول أن الابنة ليست جيدة مثل لانج ؟ ابنة عائلة هوا هي بطبيعة الحال امرأة لا تسمح للرجل! قد تسلك المرأة الصعبة طريقًا أصعب من المرأة العادية ، ولكن من أجل عائلتها وبلدها ، كل شيء يستحق ذلك,,تغييرات خاصة: اللعبة يمكن تحقيق وظيفة التحول ، وتغيير الشكل والدولة!,#cda5b0a ارتداء الملابس المتقاطعة: يمكنك تبديل النموذج العسكري ، انقر فوق الزر الموجود على اليسار للمعاينة #n.,#cda5b0a صوت حصري: سيتم تشغيل صوت حصري في الخريطة ، انقر فوق الزر الموجود على اليسار للاستماع! #n,Avatar Frame: يفتح تلقائيًا إطار Avatar الديناميكي عند الحصول عليه.,,
371,قمح بسيط,حلوى كوكب متدرب الساحر. إنه أفضل في صنع الخبز القلوي الذي يعتمد على الماء ، وهو أيضًا من محبي Hanfu. في الوقت الحاضر ، جودة الطعام المصنوع من التعويذات غير مستقرة ، وغالبًا ما تكون هناك مفاجآت غير متوقعة.,يمكنك فتحها في الاحتفال,الصورة الرمزية: افتح الصورة الرمزية.,تأثيرات الجسم: الجسم ينجرف بعقدة الماء القلوي!,,,,
372,انفجار,"ضرب كل طلقة!
ألق نظرة جيدة ، ستحب هذه الكرة بالتأكيد!",,الصورة الرمزية: افتح الصورة الرمزية.,تأثيرات الجسم: اللهب يرفرف من الجسم!,,,,
373,سارالينا,"الرامي خالية من الفشل!
خذها ، هذه هديتي لك!",,الصورة الرمزية: افتح الصورة الرمزية.,تأثيرات الجسم: سوف تنفجر الشرر من الرأس!,,,,
374,طفلة حلوة,الحبيب أخت نادرة تساعدها دائمًا ، لكن تسع مرات من أصل عشرة ، ستفشل. هي عضو مؤسس في Lovely Legion وعادة ما تبحث عن مواهبها مع Apple Lili و Lulu اللافتة للنظر ، لكن أمنيتها الكبرى هي أن تعيش بسعادة مع أختها.,,الصورة الرمزية: افتح الصورة الرمزية.,تأثيرات الجسم: ملاحظات موسيقية عائمة للجسم!,,,,
375,ضرب لولو فتاة,أكثر ميلًا إلى المغامرة من القصص العاطفية ، لولو دائمًا نشطة وصبيانية. على الرغم من أن مهاراتها في الطيران محدودة للغاية ، إلا أنها تستطيع استخدام جناحيها بمهارة لمساعدتها على دفع لوح الطيران وأداء سلسلة من الحركات الصعبة.,,الصورة الرمزية: افتح الصورة الرمزية.,تأثيرات الجسم: بقعة من الضوء ترفرف على الجسم!,,,,
376,,,,,,,,,
377,,,,,,,,,
378,شانتشو,"جولة ، السمين
معطف أحمر أرجواني مع لب الثلج الأبيض ،
الحلو والحامض متشابكان في القلب ،
هذا هو عطر الطبيعة.",,الصورة الرمزية: افتح الصورة الرمزية.,تأثير الجسم: زهور المنغكوت متناثرة على الجسم!,,,,
379,مطبخ مياو منغ,"الشيف مياو منغ ، الذي ينحدر من عائلة طهي شهيرة ، سيجعل عشاق الطعام يستمتعون طالما ظهر. مقولته الشهيرة ""كل الأسماك في يدي يمكن تحويلها إلى أطباق لذيذة"".",,الصورة الرمزية: افتح الصورة الرمزية.,آثار القطط في كل مكان.,,,,
380,المدقع الوحش الوكيل ، مربية,فريق طبي النخبة من عائلة الماعز ، يمكن لمجلس التكنولوجيا الخاص بها رؤية جميع الوكلاء الذين يحتاجون إلى العلاج. عندما يكون هناك وضع غير طبيعي ، سيذهبون على الفور ويعالجونه عن طريق رش محلول الاسترداد.,,الصورة الرمزية: افتح الصورة الرمزية.,,,,,
381,سينرو,رسول الفراغ الغامض ، اتساع الكون له معتقداته ، ولهذا السبب يفضل التضحية بنفسه للظلام. الكوكب القاحل هو سجنه الوحيد ، لكنه لا يمنعه من التحديق في العالم. لا تحاول الإمساك به ، لأن ما تراه دائمًا هو مجرد شبحه.,,الصورة الرمزية: افتح الصورة الرمزية.,تأثير الجسم: طاقة الفراغ!,,,,
382,الأميرة الثلجية إلينا,إلينا، الأميرة الثلجية، شخصية مفتوحة ولطيفة، محبوبة جدًا من قِبَل إلهة الغابة. إنها روح الغابة، تنبعث منها الدفء والتسامح، وتصبح قائدة في قلوب الناس.,,الصورة الرمزية: تحصل على الصورة الرمزية عند الفتح.,تأثير خاص على الجسم: حول الجسم يتدفق الثلج الأبيض!,الميزة: الأميرة الثلجية ، إلينا، لا تتأثر بأي تجمد!,إطار الصورة الرمزية: يتم فتح الإطار الرمزي الديناميكي تلقائيًا بعد الحصول عليه.,الخطى المتحركة: تترك آثار زهرية ملونة على الأرض,
383,أميرة الثلج إيفلين,إيفلين هي فارسة الثلج ، وهي شقيقة صغرى ذات شخصية متحفظة وصلبة ، تحب الاختباء في الغابة. تظهر فقط في الأزمات ، وهي الدعامة الموثوقة لأختها إلينا.,,الصورة الرمزية: فتح الصورة الرمزية.,تأثير الجسم: يطفو حولها زخات من الثلج الأبيض النقي!,الميزة: أميرة الثلج لا تتأثر بأي تجمد!,إطار الصورة الرمزية: يتم فتح الإطار تلقائيًا بمجرد الحصول عليه.,,
384,إيزيس، سيد الأسماك المتشابهة,"قصيدة الماء، أسطورة الحب.
شخصية رمزية لنجم البحر، حيث تصرخ الأرواح.
هذا الحارس القديم للمحيطات هو المخلص والشهيد في آنٍ معا.",,الصورة الرمزية: فتح الصورة الرمزية,تأثير الجسم: يغمر الجسم بطاقة برج الحوت!,,,,
385,عرافة سيدة الحوت المزدوجة هيلينا,"ولد من برج الحوت، رسول من البحر.
تتساقط الدموع في محيط واسع، حيث يذوق الأسماك الحزن.
وسط الفراغ النجمي الشاسع، ترقص على همسات الأسماك.",,الصورة الرمزية: فتح الصورة الرمزية,تأثير الجسم: يحيط الجسم بطاقة الحوت!,,,,
386,سيرينا حارس الفراغ,في هذه الليلة من الفراغ الكوني، يتم إعادة تصفية الورقة. دورات الزمن، والكوابيس تحصل، والحرب الشريرة تقترب. ظل سريع الحركة في الظلام، إضرابي سريع.,,تحول خاص: تجربة التحول في اللعبة، وتغيير مظهرك ووضعك!,#cda5b0a تغيير الملابس: انتقل إلى ملابس الظل الفراغي. انقر على الزر الأيسر للحصول على معاينة. #n,التحول: انقر على الزر على اليسار للتحول إلى وحش.,#cda5b0 نفخر بأن نقدم لك تسجيل وتأثيرات صوتية حصرية في الخريطة. انقر على الزر الأيسر للاستماع! #n,إطار الصورة الرمزية: احصل على الجلد للحصول على إطار صورة رمزية حصري!,
387,Serina Void Shadow,"مبعثرة عبر الليل ، النجوم مشبعة بطاقة الفراغ.
نصب تذكاري في سماء الليل ، يهمس بتعويذة القيامة.
الشعر الطويل الراقص يحيك درع الظلال.",,التحول الخاص: تجربة التحول في اللعبة ، مما يغير مظهرك ووضعك!,# cda5b0aCostume Change: تبديل إلى زي الحارس الفراغي. انقر الزر الأيسر لمعاينة. # n,التحول: انقر على الزر على اليسار للتحول إلى وحش.,# cda5b0aExclusive Voiceover: سيتم تشغيل الصوت الحصري في الخريطة. انقر على الزر الأيسر للاستماع! # n,إطار الصورة الرمزية: فتح الجلد للحصول على إطار الصورة الرمزية الحصري!,
388,الزهور الرائعة,"تحويل المصير في اللعبة، وحماية الوطن في الواقع.
أنا أميرة الزهور، ترقص داخل الباحة.
- جلد تعاون هونان أوبرا ""أميرة الزهور""",,الصورة الرمزية: إلغاء قفل الصورة الرمزية,تأثير الجسم: الزهور حولك!,,,,
389,Long Yu,فهم كل شيء في الامتحانات، تخمين صحيح دائما، نجاح دائم، نجوم الحظ~,,الصورة الرمزية: صورة رمزية غير مقفلة.,تأثيرات الجسم: تتطاير العملات الذهبية حول الجسم!,,,,
