ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
229,Meijia.,"Gizemli bir zaman ve uzaydan havalı bir silah ve mecha üreticisi olan Mei Jia, yüksek teknolojili hassas aletlerle doludur: ceket kumaşı özeldir ve yenilmez gibi görünmektedir , yoğun aydınlatılmış kelimeler zaman zaman gözlük lenslerinde yanıp söner ve arkasındaki garip cihazın güçlü enerji içerdiği söylenir. İhtiyaç durumunda top olarak da kullanılabilir veya... kötü adamları yenmek için sallandı!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücutta mekanik yanıp söner!,,,,
230,Qimeng Linghu · Huayang,"Unutulmaz kabuslar güneşi örter, geçicilik gençliği kırar. Melodiler ve düşünceler göndermek için piyanonun tellerine dokunun, yağmur yağar ve insanlar sonunda dağılır ve o zamandan beri birbirimizi hiç görmedik.",,"Özel değişiklikler: Oyun, renk değiştirme, şekil ve durumu değiştirme işlevini gerçekleştirebilir!",Avatar Çerçevesi ve Vücut Efektleri: Etrafta yüzen açık kırmızı kamelyalar ile özel Avatar Çerçevesi!,#cda5b0a renk değişimi: Tilki yaramaz naive durumuna geçmek için sol renk değiştirme düğmesini tıklayın. #n,"#cda5b0a renk değişimi: sol renk değiştirme düğmesini tıklayın, tilkiyi göz alıcı muhteşem duruma geçirebilirsiniz. #n",#cda5b0a Xinghui hediye kutusu çıktı #n ile sınırlıdır,
231,Qimeng Linghu · Huayang,Dağların her yerinde çiçeklerin açtığını ve şarkının refah dolu olduğunu hatırlıyorum. Gülüşlerin ve gürültünün olduğu ve Yen 'de bahar ışığının çiçek açtığı Torii evinin önünden yıllar geçti.,,"Özel değişiklikler: Oyun, renk değiştirme, şekil ve durumu değiştirme işlevini gerçekleştirebilir!",Avatar Çerçevesi ve Vücut Efektleri: Etrafta yüzen büyük kırmızı kamelyalar ile özel Avatar Çerçevesi!,#cda5b0a renk değişimi: Tilki yumuşak ve güçlü bir duruma geçmek için sol renk değiştirme düğmesini tıklayın. #n,"#cda5b0a renk değişimi: sol renk değiştirme düğmesini tıklayın, tilkiyi göz alıcı muhteşem duruma geçirebilirsiniz. #n",#cda5b0a Xinghui hediye kutusu çıktı #n ile sınırlıdır,
232,Qimeng Linghu · Huayang,"Dünyada bin metre yükseklikte, kiraz çiçekleri düşüyor ve kan yenileniyor. Bulutları ve sisi kırmak için bahar parıltısını aramak, yeşil dalgaların kenarına dönmeyi hayal etmek, yeşil kuşak genç yüzü yansıtır.",,"Özel değişiklikler: Oyun, renk değiştirme, şekil ve durumu değiştirme işlevini gerçekleştirebilir!",Avatar Çerçevesi ve Vücut Efektleri: Etrafta yüzen koyu kırmızı kamelyalar ile özel Avatar Çerçevesi!,#cda5b0a renk değişimi: Tilki yumuşak ve güçlü bir duruma geçmek için sol renk değiştirme düğmesini tıklayın. #n,#cda5b0a renk değişimi: Tilki yaramaz naive durumuna geçmek için sol renk değiştirme düğmesini tıklayın. #n,#cda5b0a Xinghui hediye kutusu çıktı #n ile sınırlıdır,
233,Afterglow kız,"Bir zamanlar Evrenin Prensesi 'nin öğrencisiydi. Bir yoldan sapmasına rağmen, sonunda reform yaptı, eski kinini bir kenara bıraktı ve eski rakipleriyle arkadaş oldu. Uyum Yuanı 'nda empatiyi temsil ediyor.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücudun etrafında yüzen Afterglow diyafram!,,,,
234,Trixie kız,"Trixie, her türlü sahne büyüsünde ustalaşan ve ülkenin dört bir yanındaki midilliler için harika sihir yapan gezgin bir sihirbazdır. Güzel sembolü Yıldız ve Ay Sihirli Değnek, bu da ""hile"" anlamına gelir, böylece herhangi bir büyüyü öğrenebilir.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Sihir enerjisi vücudunuzda sürüklenir!,,,,
235,Parlayan Zırh Çocuk,"Shining Armor, Alacakaranlık 'ın ağabeyi. Düğümü Prenses Yin Yun ile bağladı. Sakin ve sorumlu. Şimdi Prenses Yin Yun ile Kristal İmparatorluğu 'nu yönetiyor. Güzel sembolleri kalkanlar ve dağınık yıldızlardır ve sihirli gücü güçlüdür.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücudunuzdan sürüklenen parlayan yıldızlar!,,,,
236,Lumir,"Dondurmanın tadına bak ve ışıkların parlamasını izle. 
 Mutlu bir tur atın, gülün ve birlikte çığlık atın. 
 Fotoelektrik iç içe geçmiş, şu anda zamanın sevincini yansıtıyor!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Yıldızlar etrafta yüzüyor!,,,,
237,Lucia.,"Patlamış mısırın kokusunu alın, kovalayın ve birlikte oynayın. 
 Dönme dolaba bin ve güneşi yakalayacaksın! 
 Kalpten kalbe, önünüzdeki kavurucu sıcaktan ve güneşten korkmayın!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Yıldızlar etrafta yüzüyor!,,,,
238,"Thumbelina, Küçük","Küçük beden, büyük cesaret. 
 Gophers yakalamak ve kuşlar yakalamak, balık izlemek ve keçi kovalamak. 
 Ormanda yürümemi ve iyileşmenin sırrını gerçekleştirmemi izle!",@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücudun enerjisini iyileştirmek!,#cda5b0a Dream Building Hediye Kutusunun çıktısıyla sınırlıdır #n,@Null@,,
239,Uzun Xiaobao,"Büyük bir gülümseme Xiaobao 'nun imza silahıdır. 
 Yumuşak süt köfte tek bir tıklama ile sorunları ortadan kaldırır. 
 Maskotlar, istersen olabileceğin bir şey değildir. 
 Her şeyden önce, daha az emzik alamazsın... Hey, beni soyarsan emzik olamazsın!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücutta çırpınan altın ışık noktaları!,,,,
240,Tang San,"Atık ruhlar yok, sadece atık ruh ustaları var!",@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Yürüyen Ayak İzleri: Yürüdüğünüz yerde yıldırım ayak izleri bırakın.,#cda5b0a Douluo Kıta bağlantısı özel eylem giyinmek: dövüş ruhunu göster! #n,@Null@,,
241,Küçük dans,"Merhaba, benim adım Xiao Wu, dans dansı.",@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Efektleri: Etrafta yüzen pembe yapraklar!,#cda5b0a Douluo Kıta bağlantısı özel eylem giyinmek: dövüş ruhunu göster! #n,@Null@,,
242,Birini doğuyla karşılaştırın,"Güçlü bir adam için, onu teslim edemezsen, sonsuza dek uyumasına izin vermek daha iyidir.",@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Tüyler etrafta yüzüyor!,#cda5b0a Douluo Kıta bağlantısı özel eylem giyinmek: dövüş ruhunu göster! #n,@Null@,,
243,Oscar,Gerçek dehaya doğuştan yüce ihtişam verilir ve ben hayatımı o ışığa yaklaşarak geçiriyorum.,@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Yürüyen ayak izleri: Sosis ayak izlerini yürüdüğünüz yerde bırakın.,#cda5b0a Douluo Kıta bağlantısı özel eylem giyinmek: ruh yeteneğini serbest bırak! #n,#cda5b0aYalnızca Gashapon'da kullanılabilir#n,,
244,Ma Hongjun.,Çim yuvasında altın anka kuşları olduğunu duymadın mı?,Kilitlenmemiş öğeler etkinlik yoluyla elde edilebilir,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Yürüyen Ayak İzleri: Yürüdüğünüz yerde ateş ayak izleri bırakın.,#cda5b0a Douluo Kıta bağlantısı özel eylem giyinmek: dövüş ruhunu göster! #n,@Null@,,
245,Kiro.,"Bahar kılları bulutlara ve ağaçlara güzel bir şekilde asılır ve kışın güller gömülür ve dallar kırlangıçların geri dönmesini dört gözle bekler. 
 Cennet dünyaya gider, kış bahara gider, 
 Bu insan deneyimine katılmak ister misiniz?",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Etrafta yüzen Wisteria çiçekleri!,,,,
246,Dai Mubai,Seni koruyacak kadar güçlü ve daha fazla insanı koruyacak kadar güçlü olmak istiyorum.,@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Yıldırım vücuttan yayılacak!,#cda5b0a Douluo Kıta bağlantısı özel eylem giyinmek: dövüş ruhunu göster! #n,@Null@,,
247,Zhu Zhuqing,"Başkaları tarafından düzenlenen hayatı yaşamak istemiyorum, özgür kalmak istiyorum, bu yüzden daha güçlü olmalıyım.",@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut özel efektleri: mor ışık lekeleri vücuda dağılmıştır!,#cda5b0a Douluo Kıta bağlantısı özel eylem giyinmek: dövüş ruhunu göster! #n,@Null@,,
248,Ning Rongrong,"Geçmiş değiştirilemez, tüm hayatımı geçirsem bile, o ışığı canlandıracağım!",@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücudun üzerinde mavi ışık noktaları!,#cda5b0a Douluo Kıta bağlantısı özel eylem giyinmek: dövüş ruhunu göster! #n,@Null@,,
249,Sürüm çok düşük,,,,,,,,
250,Sürüm çok düşük,,,,,,,,
251,"Yağmur Ormanlarının Hayaleti, Huanxi","Kalbinizin derinliklerinden gelen sesi dinleyin, mükemmelliğe olan bağlılığınızı bırakın, 
 Yağmur ormanlarının derinliklerindeki kalabalığın odak noktası ve hayalet olun. 
 Kuyruk ekranının altında, şu anda küllerden yeniden doğdum.",,"Aydınlatma Değişiklikleri: Haritadaki ortam aydınlatmasıyla şekil verin, talimatları görüntülemek için soldaki düğmeyi tıklayın.","Hayalet: Ortam ışığı 9 'dan büyük olduğunda, alacakaranlık gün batımına dönüşecek, önizlemek için soldaki düğmeyi tıklayın.","Özel eylemler: Haritada birden fazla özel eylem var, ilgili eylemleri önizlemek için soldaki düğmeyi tıklayın.",Avatar Çerçevesi: Elde edildiğinde dinamik Avatar Çerçevesinin otomatik olarak kilidini açın.,,
252,McCormick,"Teknolojinin hayatı değiştirdiğine inanan ve icat etmeyi seven bir steampunk kızı. Hafta içi canlı ve güzel, ancak bilime mutlak ciddiyet ve özveri var. En büyük rüya, insanların özgürce uçmasına izin verebilecek mekanik kanatlar yaratmaktır.",@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücudun Üzerindeki Altın Işık Noktaları!,@Null@,,,
253,Eric White,"Titiz ve ciddi bir karakter onu sadece titiz teoriye ve kontrol edilebilir pratik sonuçlara güvenmesini sağlar. Birçok hesaplama ve deneyden sonra Erubai, uçağın uçuşa ulaşmak için etkili bir araç olduğuna inanıyor ve Mei Kewen 'in vahşi fikrine alay ediyor.",@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Dişliler etrafta yüzüyor!,@Null@,,,
254,Rüya,"Gökyüzünde banyo yapın ve yıldızlarla konuşun. 
 Binlerce medeniyeti araştırın ve evrenin gizemlerini keşfedin. 
 Biri sordu: Dünyanın sonu nedir? 
 Bence yıldızlı gökyüzü yaratılışın mucizesidir.",@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Kozmik enerji vücuttan atılır!,@Null@,@Null@,@Null@,@Null@
255,Kabile kartalı kaka,"Kartal tüyü gökyüzüne çarptı ve asa bölgeyi daire içine aldı. 
 Kabilenin güvenliğini korumak benim onurlu görevim!",@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücuttan yeşil floresan gofretleri!,@Null@,@Null@,@Null@,@Null@
256,Kabile Şefi Nini,"Mum ateş olmadan söner ve balmumu gider. 
 Her türlü zorluk, hırs hala var mı? 
 Rüzgar esse bile, çocuk yalnız yürür!",@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut etkileri: Vücutta yüzen yıldızlar var!,@Null@,@Null@,@Null@,@Null@
257,Sürüm çok düşük,,,,,,,,
258,Sürüm çok düşük,,,,,,,,
259,Sürüm çok düşük,,,,,,,,
260,Sürüm çok düşük,,,,,,,,
261,Sürüm çok düşük,,,,,,,,
262,Sürüm çok düşük,,,,,,,,
263,Sürüm çok düşük,,,,,,,,
264,Sürüm çok düşük,,,,,,,,
265,Sürüm çok düşük,,,,,,,,
266,Sürüm çok düşük,,,,,,,,
267,Sürüm çok düşük,,,,,,,,
268,Sürüm çok düşük,,,,,,,,
269,Sürüm çok düşük,"Yaz aylarında sınırsız kar aranır ve kış gündönümünde Suoji havai fişeklerle atlar. 
 Binlerce insanın gürleyen alkışlarını duydum ve bir süre yuhalamaktan ve alay etmekten korkmadım. 
 Alacakaranlığın arkasında, gün batımında dans eden benim.",,"Aydınlatma Değişiklikleri: Haritadaki ortam aydınlatmasıyla şekil verin, talimatları görüntülemek için soldaki düğmeyi tıklayın.","Hayalet: Ortam ışığı 9 'dan küçük veya eşit olduğunda Yağmur Ormanlarının Hayaleti' ne dönüşün, önizlemek için soldaki düğmeyi tıklayın.","Özel eylemler: Haritada birden fazla özel eylem var, ilgili eylemleri önizlemek için soldaki düğmeyi tıklayın.",Avatar Çerçevesi: Elde edildiğinde dinamik Avatar Çerçevesinin otomatik olarak kilidini açın.,,
270,Gudong,"Kırmızı çamur sobası, dünyadaki her türlü havai fişeği taşıyan koku ile kıvrılır. 
 Vücudu ve zihni iyileştirmek için malzemeler kullanın ve duyguları dumanla yatıştırın. 
 Durdurulamayan harika tat insanları bağırtır: 
 Çok taze, çok baharatlı, bayan patron sebze ekliyor!",@Null@,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut özel efektleri: Vücut üzerinde yüzen maddeler var!,@Null@,@Null@,@Null@,@Null@
271,"Krem Tatlı Portakal, Heather",,,,,,,,
272,"Yaz ortasında gölet, boyalı tomurcuklar",,,,,,,,
273,Mihe,"Hafif ekşi nefes tat tomurcuklarının ucunu uyarır, 
 Yeşil posa tatlı granüller üretir. 
 Bana ekşi mi diye soruyorsun? Tatlı mı? 
 Bence bu doğadaki değişikliklerden kaynaklanıyor.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Kivi etrafta yüzüyor!,,,,
274,Trabzon hurması Azusa,"Sonbahar rüzgarı altın yaprakları yuvarlar, 
 Koku yayaların burunlarının ucuna girdi. 
 Bu durum meydana geldiğinde, 
 Hurmaların olgunlaşması için bir mevsim.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Trabzon hurması yaprakları vücudun etrafında yüzüyor!,,,,
275,Kelly.,,,,,,,,
276,Kar elbisesi,"Beyaz iplik uçar, etek çiçek açar, 
 Ormanda uçan bakteri perdesi, dağınık spor, 
 Hepsi mutluluğun tadı.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Etrafta sürüklenen beyaz çiçekler ve tüyler!,,,,
277,Bambu Sheng,"Yalanlar rahatsız edilir, yanılsamalar yayılır, 
 Beyaz perdenin altındaki gülümseme, samimi sarılma, 
 Biraz gerçek ve biraz maskeli.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Etrafta sürüklenen beyaz çiçekler ve tüyler!,,,,
278,İblis Ejderhası - Carper,"Bir ejderha avcısı kahramanıydı, ancak ejderhalarla uzun süre savaştıktan sonra bir ejderhaya dönüştü, yarı insan ve yarı ejderha oldu. Ejderhanın kanındaki gücün cazibesine direndi ve kendi doğasına bağlı kaldı, ancak vücudundaki değişiklikler hala köylüler arasında korkuya neden oldu. Yeni bir hayatla Carper yeni bir ev aramaya başladı.",,Vücut Etkileri: Oyun deformasyon işlevini gerçekleştirebilir ve formu değiştirebilir!,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Mor yıldız ışığı vücudunuzdan sürüklenir!,#cda5b0a deformasyon: Gökyüzü ekranı yıldız ejderhasına dönüşmek için soldaki deformasyon düğmesine tıklayın! #n,#cda5b0a Dream Building Hediye Kutusunun çıktısıyla sınırlıdır #n,
279,Hayalet Avcısı - Damon,"Cadılar Bayramı 'nda hayaletler seyahat ederken, her zaman kötü niyetli kötü ruhlar karışır. Bir bıçak ışığı parlamasıyla, tüm kötü ruhlar mavi kanca ve orak altında katledilir. Her yerdeki gürültünün yanı sıra, parlayan ruh ışığı ile festivalin huzurunu izliyor.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Mavi ruh ateşi vücuttan sürüklenir!,,,,
280,Orion,"""Jingle, jingle, jingle çanları..."" 
 Tanıdık şarkıları mırıldanmak, uzun Noel ağacına hafif toplar ve kurdeleler asmak ve üstteki en büyük yıldız, Orion 'un aydınlatmasına izin ver!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Yıldızlar etrafta yüzüyor!,,,,
281,Feifei,"Ayak izleri sessiz düşen kar tanelerinden daha hafiftir ve arkalarındaki sığ erik çiçeği ayak izleri daha da güzeldir. 
 Özel olarak hazırlanmış şenlikli kıyafetler giymiş olan Feifei 'nin karda yürürken tavrı daha zarif olabilirdi!",Kilitlenmemiş öğeler aktiviteler yoluyla elde edilebilir,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Yürüyen Ayak İzleri: Yürüdüğünüz yerde kedi pençe izleri bırakın.,,,,
282,Sürüm çok düşük,"Elektrikli rock grubunun baş şarkıcısı Zhu Yin, tamamen farklı iki performans stiline sahiptir: bambu yapraklarını okşayan bir esinti gibi yumuşak ve soğuk veya yağmur fırtınasında çılgınca dans eden bambu gölgeleri gibi şiddetli ve şiddetli.
Bedende iki ruh olduğu gerçeği başkaları tarafından bilinemez!",,Profil fotoğrafı ： profil fotoğrafının kilidini aç 。,#cda5b0a renk değişimi ： soldaki renk değiştirme düğmesini tıklayın ， yeşil bambu durumuna geçebilir 。 #n,#cda5b0a renk değişimi: Alacakaranlık durumuna geçmek için soldaki renk değiştirme düğmesine tıklayın. #n,,,
283,Sürüm çok düşük,"Elektrikli rock grubunun baş şarkıcısı Zhu Yin, tamamen farklı iki performans stiline sahiptir: bambu yapraklarını okşayan bir esinti gibi yumuşak ve soğuk veya yağmur fırtınasında çılgınca dans eden bambu gölgeleri gibi şiddetli ve şiddetli.
Bedende iki ruh olduğu gerçeği başkaları tarafından bilinemez!",,Profil fotoğrafı ： profil fotoğrafının kilidini aç 。,#cda5b0a renk değişimi ： soldaki renk değiştirme düğmesine tıklayın ， gece kiraz durumuna geçebilir 。 #n,#cda5b0a renk değişimi: Sabah durumuna geçmek için soldaki renk değiştirme düğmesine tıklayın. #n,,,
284,Kestane,"Nazik ve ürkek küçük sincap, Akiba Müzik Konservatuvarı 'nda mükemmel bir keman uzmanıdır. Genellikle çok utangaçtır, ancak keman çaldığında, vücudunun her yerinde altın müzik notaları yanıp sönüyor gibi görünüyor.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut efektleri: altın müzik notları etrafta yüzüyor!,,,,
285,"Aşırı Canavar Ajan, Luo Ze Qing","Kar Tavşanı klanının elitleri, acımasız ve gururlu, Gomanda yıldız ajanı organizasyonu - ""Aşırı Canavar Saldırısı"" nın bir üyesidir. Silah, Kar Tavşanı klanı tarafından yapılan, süper yüksek hızlı bir görüş sağlayan ve uzun mesafeli keskin nişancılıkta iyi olan helyumla çalışan bir silahtır.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Yürüyen ayak izleri: Kar tanesi ayak izleri yürüdüğünüz yerde bırakılır.,,,,
286,Reina.,"Elektrikli rock grubunun mutlak ana davulcusu, fırtına gibi şiddetli davul çalması Reina 'nın en sevdiği tarzdır. Performans sırasında zaman zaman meydana gelen elektrik ve hafif gök gürültüsü gelince... Gerçekten sadece bir sahne özel efekti mi? 
 Boş ver! Gösteriden sonra birlikte lezzetli ramen yiyelim!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Yıldırım vücutta patlayacak!,#cda5b0a Dream Building Hediye Kutusunun çıktısıyla sınırlıdır #n,,,
287,Mary Lou,"""Jingle, jingle, jingle çanları..."" 
 Sokaklarda tanıdık ve neşeli şarkılar yankılanıyor, Marylou 'nun Noel partisi, gelmek ister misin?",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Yıldızlar etrafta yüzüyor!,,,,
288,Alice,"Gün gümüşe sarılmış, don çiçeklerinin çiçek açmasını bekliyor. 
 Her şey sessiz olduğunda, deniz memelileri ile şnorkel yapın. 
 Kışın büyüsü hakkında söylemenin sonu yok ~",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Yürüyen ayak izleri: Buz kristalleri ve kar taneleri yürüdüğünüz yerde kalır.,#cda5b0a Dream Building Hediye Kutusunun çıktısıyla sınırlıdır #n,,,
289,Sürüm çok düşük,,,,,,,,
290,Sürüm çok düşük,,,,,,,,
291,Kar turu,"Hediyeleri ışınlayın, tezahürat yapın ve kırmızı zarflar alın. 
 Yüzen kar değil, her şey için yeni kış kıyafetleri!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Kar taneleri vücudunuza düşüyor!,,,,
292,Bambu patlaması,"Gıcırdıyor, gıcırdıyor,
 Patlayan havai fişekler değildi, yeni yıl ve yeni hava!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut özel efektleri: İyi şansları temsil eden Çin düğümleri vücuda dağılmıştır!,,,,
293,"Ege Sarayının Efendisi, Canorus","Eğrelti otları gece boyunca piyanonun sesiyle yürürler, 
 Lingmiao Zhou Xing spekülatif flüt sesleri dağıttı. 
 Balığın kuyruğu ve koyun boynuzuna rasyonel mantık denir. 
 Kaos rekonstrüksiyonları savunma kaleleri düşecek.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Oğlak burcunun gücüyle kendinizi kuşatın!,,,,
294,"Arias, Gümüş Vazonun Efendisi","Hava kurutulmuş ilham fantezi ülkesine uçar, 
 Rüyalar ve garip düşünceler galakside dolaşır. 
 Ruhani galaksiyi mayalayan kabarcıkların çiyleri gibi, 
 Üzümleri gümüş bir şişeye koyun ve tatlı agar için.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Kova burcunun gücüyle kendinizi kuşatın!,,,,
295,Tang Kexin,"Altın kaşık sallanır, şurup atılır ve kar tavşanı kuvvetli bir şekilde boyanır. 
 Gudu Gudu, tatlı bakır tencere, peri koruyucu canavarından atla!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Şeker resimleri etrafta yüzüyor!,,,,
296,Tang Keyi,"Jin Mo saçlarını salladı, makas uçuyordu ve şeker üfleyen canavar canlıydı. 
 Yoğurma ve çekme, ölümsüzlük çağrısı, çırpınan kıvılcımlar ve barış çağrısı!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Şeker resimleri etrafta yüzüyor!,,,,
297,Perot,"Balıkçı köyünde büyüyen gizemli kızın bir tanrının gücüne sahip olduğu ve putları ve hazineleri tek başına koruduğu söyleniyor. İyi kalpli ve iyi kalpli ve bütün gün gülüyor, ama tehlike karşısında her zaman çok sakin ve hiçbir şey onu kızdırmıyor ya da Korkutucu.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,,,,,
298,Ronnus,"Taşrada büyüyen bir genç, çocukluğundan beri macera için hevesliydi ve bilinmeyeni keşfetmeyi ve kuralları çiğnemeyi severdi. Mimeng ve Kaptan Tom 'un dört oğlunun ayak izlerini takip ederek deniz tanrısının hazinesinin bulunduğu efsanevi adaya, hazineyi bulmaya ve ünlü olmaya kararlı Dünyanın her yerinde.",Kilidi açılmış öğeler etkinlik aracılığıyla elde edilebilir,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,,,,,
299,Soundwave,"Decepticons 'un istihbarat personeli Decepticons' un tüm istihbarat değişimlerini elinde tutuyor ve sadakati ve yeteneği Megatron tarafından onaylandı. Sonic kaset ordusunu getirdi: robot köpek, lazer kuş, şaşkın, yarasa ruhu vb. Autobotları aldı. Birçok önemli eylem planı hakkında istihbarat.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Yürüyen Ayak İzleri: Kampın logo ayak izleri yürüdüğünüz yerde bırakılacaktır.,"#cda5b0a Çağırma: Bir bant lejyonunu çağırabilir ve bir buff efekti elde edebilirsiniz, önizlemek için sol düğmeyi tıklayın! #n",,,
300,Mungo,"Yumuşak krem bardağın dibine yayılır ve yuvarlak meyve dallardan koparılır. 
 Nemlendirici tat ve kokulu dudaklar ve dişler, altın rengi tatlılık getirir!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Mango taneleri etrafta yüzüyor!,,,,
301,Xiao Yuaner,"Food Fun Star Dim Sum Association 'ın başkan yardımcısı, kendi yuanxiao dükkanını yönetmenin yanı sıra, diğer dim sum dükkanlarını da ziyaret etmeyi seviyor. Daha iyi bir hammadde bulunduğunda, o gece araştırma ve geliştirme yapacak ve ertesi gün yeni bir ürün etkinliği başlatacak. Etkinliğe gelince, ne kadar indirim olacak? Üzgünüm, iki tane daha almak sorun değil, indirim? Bu işe yaramaz!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Tangyuan etrafta yüzüyor!,,,,
302,Sürüm çok düşük,Güçlü saldırı ， savaş at kuyruğunu heyecanlandırır ve sallanır ， bombardımanı hızlandırır ， mermi sesi kahkahaları 。 daha fazla getirir ， küçük loli de bir top taşıyabilir ， Dünyayı kurtar!,,Profil fotoğrafı ： profil fotoğrafının kilidini aç 。,Vücut etkileri ： vücudu sevgiyle!,,,,
303,Sürüm çok düşük,Dikkatli hesaplama ， strateji 。 arka oturur ， binlerce mil kazanır 。 Ha? Sıkılmış yumruklar ， terli alın? Soğuk komutanın da belirsiz olduğu ortaya çıktı 。,,Profil fotoğrafı ： profil fotoğrafının kilidini aç 。,Vücut etkileri ： vücudu savaş enerjisiyle!,,,,
304,Rebecca.,"Beyaz kadife tavşan kulakları titredi ve sevimli etek sallandı. 
 Cam şeker kağıdı parlak ve sütlü mucize geliyor. 
 Jingling Jingling ~ Sihirli kız tavşan, dönüşüm!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Tavşan mühürleri etrafta yüzüyor!,,,,
305,Sürüm çok düşük,,,,,,,,
306,"Sihirli Asmanın Kutsal Rehberi, Felicia","Güzellik istendiğinde, açgözlü yüzler hayatı yağmalıyor, 
 Çiçekler reddedildiğinde, yaygın pislik harikalar diyarını kirletir. 
 Çiçek ruhunun dönüşüne hoş geldiniz ve bin çiçeği gençleştirin. 
 Çiçekler tam çiçek açtığında, kelebekler durur.",,"Aydınlatma Değişiklikleri: Haritadaki ortam aydınlatmasıyla şekil verin, talimatları görüntülemek için soldaki düğmeyi tıklayın.","#cda5b0a Dönüştürme: Ortam ışığı 9 'dan büyük olduğunda gizli bir ruha dönüşün, önizlemek için soldaki düğmeyi tıklayın. #n",#cda5b0a özel araba: Özel sihirbaz arabasını kullanmak için soldaki düğmeyi tıklayın. #n,"#cda5b0a Özel ifade eylemi: gökyüzü düşen petal yağmur, önizlemek için sol düğmeyi tıklayın. #n",#cda5b0a Xinghui hediye kutusu çıktı #n ile sınırlıdır,
