ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
273,Mihe,"Rasa bau sedikit masam merangsang hujung lidah dan tunas rasa, 
Pulpa hijau membiak kemanisan. 
Anda tanya saya, masam atau manis?
Saya rasa alam semula jadi sentiasa berubah.",,Avatar: Buka kunci avatar.,Kesan badan: Kiwi mengelilingi badan!,,,,
274,Persimmon,"Angin musim luruh menggulung daun emas yang gugur, 
Wangi memasuki hujung hidung pejalan kaki. 
Setiap kali adegan ini muncul, 
Ia adalah musim matang kesemak.",,Avatar: Buka kunci avatar.,Kesan badan: Daun kesemak mengelilingi badan!,,,,
276,Skirt Salji,"Benang putih terbang, skirt mekar, 
Tirai bakteria yang berterbangan di dalam hutan, spora yang bertaburan, 
Semuanya adalah rasa gembira.",,Avatar: Buka kunci avatar.,Kesan badan: Bunga putih dan bulu mengelilingi badan!,,,,
277,Buluh Sheng,"Pembohongan adalah bencana, ilusi itu meresap, 
Senyuman di bawah tirai putih, meringkuk dengan mesra, 
Berapakah topeng sebenar dan palsu.",,Avatar: Buka kunci avatar.,Kesan badan: Bunga putih dan bulu mengelilingi badan!,,,,
278,Sky Star Dragon Carper,"Pernah menjadi pahlawan untuk menyembelih naga, dia bertarung dengan naga untuk masa yang lama. Dia berubah menjadi naga, separuh manusia, separuh naga. Dia menahan godaan kuasa dalam darah naga dan berpegang pada sifat sendiri, tetapi perubahan badan masih menimbulkan ketakutan kepada rakyat. Carper mencari rumah baru dalam hidup baru",,Kesan badan: Boleh ubah bentuk dalam permainan!,Avatar: Buka kunci avatar,Kesan badan: Cahaya bintang ungu mengelilingi badan!,"#cda5b0aUbah bentuk: Klik butang ubah bentuk di kiri, boleh berubah menjadi Sky Star Dragon!#n",,
279,Pemburu Jiwa Daemon,"Beberapa ratus hantu mengembara semasa malam Halloween, bercampur dengan roh jahat, pisau dan cahaya berkelip, semua roh jahat dihapuskan di bawah cangkuk biru yang hebat. Selain daripada kebisingan di mana-mana, dia mengawasi kedamaian perayaan dengan cahaya jiwa yang berpendar.",,Avatar: Buka kunci avatar.,Kesan badan: Api jiwa biru mengelilingi badan!,,,,
280,Orion,"""Ding ding dong, ding ding dong, loceng berbunyi...""
 Menyanyi lagu irama, pokok krismas menghiasi dengan bola lampu dan reben. Bintang terbesar di bahagian atas, biarlah Orion menyalakan!",,Avatar: Buka kunci avatar,Kesan badan: Bintang mengelilingi badan!,,,,
281,Feifei,"Langkah kaki lebih lembut seperti keturunan emping salji secara tanpa notis, tapak kaki bunga plum di belakang lebih comel.
Memakai pakaian perayaan yang disediakan, cara Feifei berjalan di salji perlu lebih elegan!",Pembukaan kunci alat boleh dapat dari acara,Avatar: Buka kunci avatar.,Tapak kaki: Tinggalkan kesan tapak kaki berbentuk tapak kucing,,,,
282,Pagi Zhuyin,"Zhuyin, penyanyi utama kumpulan rock elektrik, mempunyai dua gaya persembahan yang berbeza: lembut seperti angin membelai daun buluh, atau sengit seperti bayang buluh menari dalam ribut.
Mempunyai dua jiwa dalam tubuhnya, tidak boleh memberitahu orang lain!",,Avatar: Buka kunci avatar,Kesan badan: Daun buluh mengelilingi badan!,#cda5b0aPerubahan warna: Klik butang perubahan warna kiri untuk menukar keadaan Malam.#n,,,
283,Malam Zhuyin,"Zhuyin, penyanyi utama kumpulan rock elektrik, mempunyai dua gaya persembahan yang berbeza: lembut seperti angin membelai daun buluh, atau sengit seperti bayang buluh menari dalam ribut.
Mempunyai dua jiwa dalam tubuhnya, tidak boleh memberitahu orang lain!",,Avatar: Buka kunci avatar,Kesan badan: Bintang gelap mengelilingi badan!,#cda5b0aPerubahan warna: Klik butang perubahan warna kiri untuk menukar keadaan Pagi.#n,,,
284,Berangan,"Tupai kecil yang lembut dan pemalu, ialah pelajar biola yang cemerlang di Akademi Muzik Qiuye. Biasanya dia sangat pemalu, apabila dia bermain biola, nota muzik emas mengelilingi badannya.",,Avatar: Buka kunci avatar,Kesan badan: Nota muzik emas mengelilingi badan!,,,,
285,Ejen Binatang Luoze·Hijau,"Elit puak Snow Rabbit, kejam dan bangga, adalah ahli ""Ejen Binatang"" daripada sebuah organisasi ejen Gomanda. Senjata ialah pistol berkuasa helium yang dibuat oleh puak Snow Rabbit, dilengkapi dengan skop kelajuan yang sangat tinggi, bagus dalam sniper jarak jauh.",,Avatar: Buka kunci avatar,Tapak kaki: Tinggalkan kesan tapak kaki berbentuk emping salji,,,,
286,Thora,"Pemain gendang utama bagi pasukan rock elektrik, bunyi gendang yang kuat adalah gaya kegemaran Thora. Kilat dan guruh muncul dari semasa ke semasa dalam persembahan. Ini adalah kesan khas pentas? 
Biarlah! Jom makan ramen yang lazat selepas persembahan!",,Avatar: Buka kunci avatar.,Kesan badan: Badan akan mengeluarkan kilat!,#cda5b0aDapat dari Pek Impian sahaja#n,,,
287,Marilyn,"""Ding ding dong, Ding ding dong, loceng berbunyi..."" 
 Irama yang biasa dan ceria, berbunyi di mana-mana, adakah anda ingin datang ke pesta Krismas Marilyn?",,Avatar: Buka kunci avatar.,Kesan badan: Bintang mengelilingi badan!,,,,
288,Alice,"Salji turun, tunggu bunga fros mekar. 
 Keadaan sekeliling senyap sunyi, snorkel dengan cetacea.
 Tentang sihir musim sejuk, tidak dapat menghabiskan ceritanya~",,Avatar: Buka kunci avatar.,Tapak kaki: Tinggalkan emping salji kristal ais,#cda5b0aDapat daripada Pek Impian sahaja#n,,,
291,Bulatan Salji,"Gembira memberi hadiah, gembira menerima Angpau.
Bukan salji yang turun, adalah pakaian musim sejuk yang baru!",,Avatar: Buka kunci avatar.,Kesan badan: Emping salji mengelilingi badan!,,,,
292,Letupan Mercun,"Berkeriut membuat bola salji, meriam meletup. 
Bukan mercun meletup, itulah suasana baru Tahun Baru!",,Avatar: Buka kunci avatar.,Kesan badan: Simpulan Cina yang mewakili nasib baik mengelilingi badan!,,,,
293,"Canolus, Penguasa Istana Bintang Capricorn","Pakis berjalan dengan bunyi piano pada waktu malam, 
Bintang yang menaburkan dapat membezakan bunyi seruling. 
Ekor ikan dan tanduk kambing dianggap sebagai logik, 
Membina semula kubu pertahanan.",,Avatar: Buka kunci avatar,Kesan badan: Kuasa Capricorn mengelilingi badan!,,,,
294,"Elias, Penguasa Istana Bintang Aquarius","Mengeringkan inspirasi dan terbang ke tanah khayalan, 
Mimpi dan fikiran berkeliaran di galaksi. 
Gelembung membina galaksi yang tidak jelas, 
Anggur di dalam botol perak membuat minuman manis.",,Avatar: Buka kunci avatar,Kesan badan: Kuasa Aquarius mengelilingi badan!,,,,
295,Tang Kexin,"Lambai sudu emas, goncang sirap, lukis arnab salji dengan pantas. 
Bip-bip, periuk tembaga yang manis, penjaga binatang abadi yang dikeluarkan!",,Avatar: Buka kunci avatar.,Kesan badan: Lukisan gula mengelilingi badan!,,,,
296,Tang Keyi,"Dakwat emas melukis, gunting menari, meniup binatang gula dengan meriah. 
Menarik dan menguli, memanggil dongeng, memercik api bertebangan untuk keselamatan!",,Avatar: Buka kunci avatar.,Kesan badan: Lukisan gula mengelilingi badan!,,,,
297,Pei Lu,"Gadis misteri yang dibesarkan di perkampungan nelayan, dengar bahawa dia mempunyai kuasa dewa untuk menjaga patung dewa dan harta karun. Dia baik hati, peramah dan senyum sepanjang hari, juga sentiasa tenang dalam menghadapi bahaya, dia tidak marah atau takut.",,Avatar: Buka kunci avatar.,,,,,
298,Ronnax,"Remaja yang dibesarkan di pedalaman, dia mendambakan pengembaraan sejak kecil, suka meneroka perkara yang tidak diketahui dan melanggar peraturan. Mengikut empat anak lelaki Mimeng dan Kapten Tom ke pulau legenda, dia berazam untuk mencari harta karun yang wujud di pulau lagenda dan menjadi terkenal di seluruh dunia.",Pembukaan kunci alat boleh diperoleh dari acara,Avatar: Buka kunci avatar,,,,,
299,Soundwave,"Pegawai perisikan Decepticons, bertanggungjawab semua pertukaran perisikan antara musuh dan sekutu. Kesetiaan dan keupayaannya telah disahkan oleh Megatron. Dengan bantuan Kaset: Ravage, Laserbeak, Frenzy, Ratbat, dll, dia dapat memperoleh rancangan pertempuran Autobot rahsia untuk memastikan kemenangan Decepticons.",,Avatar: Buka kunci avatar,Tapak kaki: Tinggalkan kesan tapak kaki berlogo kem,"#cda5b0aPanggilan: Tentera Kaset boleh dipanggil dan mendapat buff, klik butang kiri untuk pratonton!#n",,,
300,Mangogo,"Krim lembut disapu di bahagian bawah cawan, dahan ditanggalkan dari buah bulat. 
Lelangit yang wangi melekit gigi dan bibir, warna emas memberikan rasa manis!",,Avatar: Buka kunci avatar.,Kesan badan: Kiub mangga mengelilingi badan!,,,,
301,Xiao Yuaner,"Pemangku naib presiden Persatuan Dim Sum Fun Star, dia menguruskan kedai Pesta Tanglung sendiri, dia juga mengunjungi kedai dim sum lain. Apabila bahan mentah yang lebih baik ditemui, penyelidikan akan dilakukan pada malam itu produk baru akan dilancarkan pada hari berikutnya. Apakah diskaun yang akan diberikan dalam aktiviti tersebut? Minta maaf, bahan percuma dibenarkan, diskaun? Tidak boleh!",,Avatar: Buka kunci avatar.,Kesan badan: Bebola pulut mengelilingi badan!,,,,
302,Nonana,"Menyerang dengan kuat, pertempuran membuat ekor kuda bergoyang, mengebom dengan kelajuan tinggi, bunyi peluru membawa ketawa yang tidak berkesudahan. Lolita kecil juga boleh membawa meriam dan menyelamatkan dunia!",,Avatar: Buka kunci avatar,Kesan badan: Cinta mengelilingi badan!,,,,
303,Lingyu,"Perlancangan yang teliti, perancangan strategik. Duduk di belakang, menang dari jauh. Hah? Genggam penumbuk, dahi berpeluh? Ternyata komander berwajah dingin pun tidak tahu.",,Avatar: Buka kunci avatar,Kesan badan: Tenaga lawan mengelilingi badan!,,,,
304,Rebecca,"Telinga arnab baldu putih bergerak, skirt comel bergoyang. 
Kertas gula kaca berkilat, keajaiban susu akan berlaku. 
Jingle Jingle ~ Gadis arnab ajaib, berubah!",,Avatar: Buka kunci avatar.,Kesan badan: Cop arnab mengelilingi badan!,,,,
306,Panduan Ajaib Felicia,"Apabila kecantikan didambakan, wajah tamak merampas kehidupan,
Apabila bunga ditinggal, kekotoran mencemarkan alam ajaib.
Mengalu-alukan kepulangan peri bunga, menghidupkan beribu bunga.
Apabila bunga mekar, rama-rama berlarutan.",,"Perubahan pencahayaan: Berubah berdasarkan pencahayaan dalam persekitaran peta, klik butang kiri untuk membaca arahan.","#cda5b0aPerubahan: Bertukar menjadi Peri Misteri Felicia apabila percahayaan dalam persekitaran besar daripada 9, klik butang kiri untuk pratonton.#n",#cda5b0aTunggangan khas: Klik butang kiri untuk menggunakan tunggangan peri khas.#n,"#cda5b0aAksi khas: Langit sedang menghujani kelopak bunga, klik butang kiri untuk pratonton.#n",#cda5b0aDapat dari Pek Bintang sahaja#n,
307,Peri Misteri Felicia,"Bunga dilitupi duri, agar keinginan dapat dihentikan di hatiku,
Kewangian dan ketoksikan wujud, mempunyai keupayaan untuk menentang.
Kemunculan sinaran, serangan menjadi rangsangan.
Berfikir selama beberapa hari, mencipta era ajaib baru.",,"Perubahan pencahayaan: Berubah berdasarkan pencahayaan dalam persekitaran peta, klik butang kiri untuk membaca arahan.","#cda5b0aPerubahan: Bertukar menjadi Panduan Ajaib Felicia apabila percahayaan dalam persekitaran kurang daripada atau sama dengan 9, klik butang kiri untuk pratonton#n",#cda5b0aTunggangan khas: Klik butang kiri untuk menggunakan tunggangan peri khas.#n,"#cda5b0aAksi khas: Langit sedang menghujani kelopak bunga, klik butang kiri untuk pratonton.#n",#cda5b0aDapat dari Pek Bintang sahaja#n,
308,Valena,"Bernafas dan rasai irama angin,
Sentuh peninggalan semula jadi dengan tangan sendiri.
Mengambil risiko dan menulis bab kebebasan.",,Avatar: Buka kunci avatar,Tapak kaki: Tinggalkan jejak kaki kucing,,,,
309,Mark,"Dengarkan suara di dalam hutan,
Di bawah bulan, memasuki ke tanah yang tiada orang.
Melawan arah orang dan menemui rahsia alam luar yang hebat.",,Avatar: Buka kunci avatar,Tapak kaki: Tinggalkan jejak anak anjing,,,,
310,Erin,"Embun di atas helaian rumput, bergoyang ditiup angin.
Bumi mengoncangkan biji-bijian beku, mekar pada musim bunga!",,Avatar: Buka kunci avatar,Kesan badan: Lobak mengelilingi badan!,,,,
311,Elton,"Matahari menyimbah di ladang, burung berkicauan.
Penyodok menggali tanah, peluh dengan harapan!",,Avatar: Buka kunci avatar,Kesan badan: Lobak mengelilingi badan!,,,,
312,Qingyun,"Penstrim lukisan berus, enamel lukisan warna halus.
Pintu relau membakar sajak baru, mewakafkan Zhu Rong Fang.",,Avatar: Buka kunci avatar,Kesan badan: Bintik cahaya mengelilingi badan!,,,,
315,Moo,"Menyanyi dalam angin, menari dalam salji.
Rambut yang paling lembut, juga boleh mengendalikan keris yang paling tajam.
Salam dari dataran salji, rakan saya.",,Avatar: Buka kunci avatar,Kesan badan: Emping salji mengelilingi badan,,,,
316,Bunga Qiqi,"Huh~huh~ Tiupkan hasrat yang paling anda inginkan ke dalam belon.
Mari bermain bersama pada masa yang akan datang~
Lagipun... Setiap hari bersama anda adalah keinginan saya.",,Avatar: Buka kunci avatar,Kesan badan: Cahaya bintang mengelilingi badan!,,,,
317,Bi Shuiqing,"Langit yang tidak berkesudahan bertemu dengan air yang tidak terbatas, gunung berkabus yang jauh dan luas.
Ombak dan riak mengandungi hijau yang bertindih, batu mendedahkan pemandangan indah yang mengejutkan.",,Avatar: Buka kunci avatar,Kesan badan: Segi tiga emas mengelilingi badan!,,,,
318,Gaogao,"Perhimpunan dan pesta yang hangat. Koala comel menyebarkan kegembiraan!
Bersama Gaogao, mari kita menyanyi dan menari dengan melodi manis di hari bahagia ini~",,Avatar: Buka kunci avatar,Kesan badan: Cahaya bintang mengelilingi badan!,,,,
319,Kacang Coklat,"Ehem, biar saya tanya anda.
Siapa yang makan terlalu banyak gula-gula, rasa sakit gigi lagi?
Walaupun kacang coklat sedap, tetapi jangan makan terlalu banyak~",,Avatar: Buka kunci avatar,Kesan badan: Kacang coklat mengelilingi badan!,,,,
320,Pendekar Xiaoyao,"Membunuh bukan niat saya.
Dosa akan dihakimi oleh dunia.
Angin sejuk seperti bilah, pedang tidak meninggalkan kesan.
Malam ini, pemenang akan ditentukan!",,Avatar: Buka kunci avatar,Kesan badan: Bintik hijau mengelilingi badan!,,,,
321,Nipro,"Rambut lembut, mata yang menawan, anggun seperti bunga sakura.
Jangan tanya nama kod saya, saya adalah Peri Perompak nombor satu.
Syaitan, atau kesatria? Identiti saya, terpulang kepada anda.",,Avatar: Buka kunci avatar,Kesan badan: Cahaya bintang mengelilingi badan!,,,,
322,Bofill,"Tidak sukar untuk melakukan sesuatu, tetapi mempunyai undang-undangnya sendiri. Sihir tidak boleh mengubah akhlak. Jika kecomelan tidak menggerakkan anda, maka saya akan menunjukkan sihir. Ubah! Ini adalah kad terbaik dan tidak sepatutnya diberikan kepada orang jahat",,Avatar: Buka kunci avatar,Kesan badan: Kad mengelilingi badan!,,,,
323,Puteri Laut Ling Xi,"Rasai kehangatan musim sejuk, angkat kepala untuk melihat burung layang-layang datang ke tasik.
Lontar cengkerang yang berwarna-warni, dengar bunyi daun teratai baru di mana-mana.",,"Perubahan khas: Melaksanakan fungsi transformasi dalam permainan, berubah bentuk dan keadaan!","#cda5b0aTransformasi: Berubah menjadi bentuk ikan duyung dalam air, klik butang di sebelah kiri untuk pratonton!#n","Bakat: Merangsang darah istimewa, bernafas di bawah air secara bebas!",@Null@,#cda5b0aDapat dari Pek Bintang sahaja#n,
324,Peri Mutiara Ling Xi,"Minum di bawah bulan begitu terang, titisan embun bersinar, seperti mutiara pada waktu malam.
Dewi mengasihani wanita pemalu, air mata berubah menjadi embun.",,"Perubahan khas: Melaksanakan fungsi transformasi dalam permainan, berubah bentuk dan keadaan!","#cda5b0aTransformasi: Berubah menjadi bentuk semula jadi di darat, klik butang di sebelah kiri untuk pratonton!#n","Bakat: Merangsang darah istimewa, bernafas di bawah air secara bebas!",@Null@,#cda5b0aDapat dari Pek Bintang sahaja#n,
325,Hein,"Menari di angin seperti sutera,
Tersembunyi di bawah laut seperti jed.
Rambut diterbangkan angina,
Bersiar-siar tanpa jejak.",,Avatar: Buka kunci avatar,Kesan badan: Gelembung mengelilingi badan!,#cda5b0aDapat dari Pek Impian sahaja#n,,,
326,Harvey,"Berada di sempadan hidup dan mati, jiwa berkeliaran di antara ribuan mayat hidup.
Sayap keberanian mekar dan bersinar, timbul fikiran jahat, bergegas pergi.
Kecederaan memerlukan kuasa penyembuhan yang dipercayai.
Kekecewaan yang menusuk tulang ini telah meresap ke dalam hatinya, mengerang dengan suara yang perlahan.",,Avatar: Buka kunci avatar,Kesan badan: Bulu hitam mengelilingi badan!,,,,
327,Grainne,"Mawar hitam mekar, membuka kotak Pandora, kedua-duanya dikaitkan dengan jiwaku. Lahir pada waktu petang, tersembunyi pada waktu pagi--kegelapan adalah hidupku. Melankolis adalah ciriku, tengkorak dan punk adalah simbolku.",,Avatar: Buka kunci avatar,Kesan badan: Kelawar dan hati merah jambu mengelilingi badan!,"Kustom: Memadankan hiasan belakang, muka, tangan dll di [Kustom]",,,
328,Big Mar,"Kitaran takdir tidak pernah dikawal, tetapi dia masih mengejek masa depan yang tidak masuk akal.
Ketukan sebagai bilah, lirik sebagai peluru, ""samseng"" yang tidak pernah bergaduh akan menggunakan muzik untuk membangunkan bandar mati.
Mungkin akan terbangun daripada mimpi, tetapi sekarang bukan masanya",,Avatar: Buka kunci avatar,Tapak kaki: Tinggalkan kesan tapak kaki bercahaya bintang,,,,
329,Marlene,"Di bawah sorotan yang mempesonakan, hanya lagu-lagu pujian yang membosankan dibenarkan untuk dinyanyikan. Merayau-rayau di jalan dan lorong, gitar elektriknya yang menjerit dan mengaum kesakitan dan keindahan hidup yang sebenar 
Jika tidak diiktiraf? Jiwa yang memberontak dan bebas pasti akan tertarik dengan nyanyian Marlene, memecahkan rantai yang banyak.",,Avatar: Buka kunci avatar,Tapak kaki: Tinggalkan kesan tapak kaki bercahaya bintang,,,,
330,Cadar Superman Xiaomi,"Memakai pakaian seragam superman kegemaran, cadar Xiaomi sebagai jubah hebat. Cadar Superman Xiaomi menghukum kejahatan dan mempromosikan kebaikan di sini!",,Avatar: Buka kunci avatar,Kesan badan: Bintik cahaya keemasan mengelilingi badan!,,,,
331,Angel,"Sayap yang bermutasi membuat Angel tidak berani mendekati masyarakat manusia, kesedaran yang jelas menghalangnya daripada bergaul dengan makhluk mutan.
Ketika berada di ambang kematian di alam liar, seorang askar berjentera menyelamatkannya dan membawa ke wilayah terakhir umat manusia. Dia dianggap sebagai harapan terakhir umat manusia, dia menemui diri yang sebenarnya dalam perlindungan tentera.",,Avatar: Buka kunci avatar,Kesan Badan: Bulu putih mengelilingi badan!,,#cda5b0aInteraksi: Dapat interaksi dengan Isaia!#n,,
332,Isaia,"Berjuang menentang raksasa mutan sepanjang tahun, virus yang sama merosakkan tubuh Isaia, dan juga fikirannya...
Semasa misi tertentu, dia bertemu dengan seorang gadis mutan yang pelik. Kedatangannya bukan sahaja membawa harapan baru kepada manusia tetapi juga menyembuhkan luka jauh di dalam hati Isaiah. Kedatangannya bukan sahaja membawa harapan baru kepada manusia, tetapi juga secara senyap menyembuhkan hati Isaia yang terluka.",,Avatar: Buka kunci avatar,Kesan badan: Blok tenaga mengelilingi badan!,,#cda5b0aInteraksi: Dapat interaksi dengan Angel!#n,,
333,Barricade,"Barricade ialah seorang pahlawan Decepticons, dia boleh membaca fikiran manusia dengan mudah, dan menggunakan kepercayaan untuk memanipulasi mereka. Dia juga gemar merobek lawannya dengan menggunakan senjata kuat dan tangan hidraulik.",,Avatar: Buka kunci avatar,Kesan badan: Kilat mengelilingi badan!,#cda5b0aPerubahan bentuk: Klik butang perubahan bentuk kiri untuk menukar bentuk robot/kenderaan!#n,,,
334,Cozy Glow,"Cozy Glow mempunyai penampilan yang comel, troli buah catur adalah tanda comelnya. Bercita-cita tinggi, dia memanipulasi persahabatan sebagai kuasa, akhirnya dikalahkan dan menjadi patung batu.",,Avatar: Buka kunci avatar,Kesan badan: Api mengelilingi badan!,,,,
335,Apple Bloom,"Apple Bloom ialah adik perempuan Applejack dan salah seorang ahli pengasas Legion Comel. Selain membantu menuai epal di Sweet Apple Acres, dia juga bekerja keras untuk tanda comel bersama Sweetie Belle dan Scootaloo.",,Avatar: Buka kunci avatar,Kesan Badan: Bunga mengelilingi badan!,,,,
336,Flurry Heart,"Flurry Heart ialah anak perempuan Armor Boy dan Puteri Cadance. Untuk memperingati kelahirannya, tangisannya menyebabkan Crystal Heart berkecai dalam upacara kristal. Selepas itu, sihirnya telah stabil dan tidak pernah berlaku lagi.",,Avatar: Buka kunci avatar,Kesan badan: Bintik-bintik cahaya merah jambu mengelilingi badan!,,,,
337,Putera Chiling Liansheng,"Anak yang dikasihi,
Jangan takut dunia yang huru-hara ini.
Sesiapa yang berani membuli anda,
Saya tidak akan melepaskannya!",,"Perubahan khas: Merealisasikan fungsi transformasi dalam permainan, berubah bentuk dan keadaan!","#cda5b0aPerubahan warna: Kuasa Ajaib: Boleh tukar
bentuk juvana. Klik butang kiri untuk pratonton.#n",,,,
338,Budak Lingze Liansheng,"Semua memandang saya,
Saya berdiri di depan teratai yang mekar.
Angin musim luruh bertiup suram dan suram;
Awan menyebar dan menutupi langit.",,"Perubahan khas: Melaksanakan fungsi transformasi dalam permainan, berubah bentuk dan keadaan!","#cda5b0aPerubahan warna: Kuasa Ajaib: Boleh tukar
bentuk juvana. Klik butang kiri untuk pratonton.#n",,,,
339,Shaohua,"Memakai dahan moxa dan mandi dengan orkid, saya melihat bunga mekar semasa perayaan.
Perlumbaan perahu naga pada hari itu, ladu pulut seperti jed.
Menahan kipas untuk melegakan panas di tepi sungai pada musim panas, hujan yang tepat pada masanya menyejukkan dataran purba.",,Avatar: Buka kunci avatar,Kesan badan: Daun hijau mengelilingi badan!,,,,
340,Doris,"Ding dong, memegang berita dari jauh.
Ketik, ketik, berjalan melalui jalan dan lorong berdekatan.
Hee hee, senyuman dari penerima adalah kepuasan terbesar bagi pengirim!",,Avatar: Buka kunci avatar,Kesan badan: Surat mengelilingi badan!,,,,
341,Dole,"Muzik suka dan duka disampaikan ke setiap keluarga.
Mesej dihantar tepat pada masanya dengan loceng berbunyi.
Sebagai pengirim, tugas saya ialah melindungi setiap surat.",,Avatar: Buka kunci avatar,Kesan badan: Surat mengelilingi badan!,,,,
342,Lambert,"Seni astrologi, dinamakan sempena bintang dan kemahuan.
Roda takdir saling berkaitan, meramalkan kitaran takdir.
Legenda masa depan tidak pernah pudar. Saya, mencari apa yang telah hilang.",,Avatar: Buka kunci avatar,Kesan badan: Cahaya bintang mengelilingi badan!,,,,
343,Martini,"Apabila Martini mula-mula menjadi pemburu hadiah, niat awalnya adalah untuk melindungi sesiapa yang tidak dapat mempertahankan diri. Semasa pertempuran menentang dinosaur yang diubah suai secara genetik, dia mengalami kecederaan teruk pada sendinya. Namun, tengkorak dinosaur yang bersama dengannya boleh menimbulkan ketakutan.",Pembukaan kunci alat boleh dapat dari acara,Avatar: Buka kunci avatar,Kesan badan: Bintik cahaya mengelilingi badan!,,,,
344,Qingtian Saint,"Optimus Primal ialah komander pasukan Maximal. Dia bertarung hebat dengan pasukan Predacons yang diketuai oleh Megatron di bumi prasejarah, berjaya menawan Megatron untuk kembali ke Cybertron. Dengan belas kasihan, kesetiaan dan rasa terhormat, dia memimpin setiap pertempuran.",,Avatar: Buka kunci avatar,Kesan badan: Api di belakang!,#cda5b0aPerubahan bentuk: Klik butang perubahan bentuk kiri untuk menukar bentuk robot/kenderaan!#n,,,
345,Keroppi Mira,"Angin musim panas melalui sudut pakaian dan rambut, menemui semua perkara yang baik tanpa diduga.",,Avatar: Buka kunci avatar,Kesan badan: Bunga mengelilingi badan!,,,,
346,Pochacco Belinda,"Melangkah di atas papan selaju, bersaing dengan muzik, dan mula meluncur bersama saya di atas tanah!",,Avatar: Buka kunci avatar,Kesan badan: Simbol muzik mengelilingi badan!,,,,
347,Gudetama Pani,"Sangat mengantuk! Saya mahu baring di atas katil. Dalam hati saya, katil adalah tempat yang paling selesa di dunia.",,Avatar: Buka kunci avatar,Kesan badan: Gelumbung mengantuk mengelilingi badan!,,,,
348,Hello Kitty Lorna,"Seperti ikatan simpul di kepala saya? Tidak, ia tidak boleh diberikan!",,Avatar: Buka kunci avatar,Kesan badan: Kelopak bunga mengelilingi badan!,Tapak kaki: Tinggalkan kesan tapak kaki berbentuk bunga,,,
349,Cinnamoroll  Nimo,"Bunga berterbangan, harum harum melayang, aku benar-benar mahukan masa ini terhenti.",,Avatar: Buka kunci avatar,Kesan badan: Bunga mengelilingi badan!,Tapak kaki: Tinggalkan kesan tapak kaki berbentuk gula,,,
350,Garan,"Saya pernah berada di dalam gua, tetapi perentasan masa telah mengubah takdir saya.
Salah jadi putera raja, mengalami kesakitan dan kesusahan.
Dalam asap di kawasan larangan bersejarah, rumput dan bunga adalah damai.
Apabila anda datang dan pergi, lihat kembali mimpi indah masa lalu.",,Avatar: Buka kunci avatar,Kesan badan: Simbol muzik mengelilingi badan!,"Kustom: Memadankan hiasan belakang, muka, tangan dll di [Kustom]",,,
351,Tenten,"Tiada kesejukan pada zaman ini,
Kulit hijau dan sudu merah dengan pulpa manis.
Aroma buah-buahan menghilangkan haba,
Gigi rasa pulpanya jernih dan sejuk.",,Avatar: Buka kunci avatar,Kesan badan: Tembikai mengelilingi badan!,,,,
352,Eden,"Komander yang cemerlang boleh memerintahkan tindakan askar, tetapi bukan kesetiaan askar.
Tidak takut mati, hanya berjuang untuk kemenangan.
Melawan atau mengejar, hasilnya dalam sekelip mata.",Item yang dibuka kunci boleh didapati melalui aktiviti.,Avatar: Buka kunci avatar,Kesan badan: Bintik cahaya mengelilingi badan!,,,,
353,Thaenos,"Keturunan kacukan karnivor Tyrannosaurus rex, rupa yang megah, hati yang sunyi. Apabila seorang rakan memahami fikirannya, dia juga akan menunjukkan sisi yang sangat lembut~",,Avatar: Buka kunci avatar,Kesan badan: Aroma barbeku mengelilingi badan!,,,,
354,Tresno,"Gadis berdarah kacukan dinosaur herbivor dengan personaliti lemah, tidak terlibat dalam pertikaian. Dengan dorongan temannya Thaenos, dia mula berjuang dengan berani untuk mendapatkan apa yang dia inginkan",,Avatar: Buka kunci avatar.,Kesan badan: Daun hijau mengelilingi badan!,,,,
355,Yan Rui Rubah Bersayap,"Angin gelap bertiup di dalam hutan dan sihir bermula,
Meterai tidur akhirnya akan bangun.
Dengar, Yan Rui Musang Bersayap menjerit pada waktu malam.
Hapuskan penderitaan rakyat di musim panas.",,"#cda5b0aTransformasi: Fungsi transformasi boleh direalisasikan dalam permainan, klik butang di sebelah kiri untuk pratonton! #n","Kesan badan: Daun maple mengelilingi badan, tinggalkan kesan tapak kaki berbentuk topeng",Bakat: Boleh membangkitkan kuasa rohani yang tertutup dan menentang kerosakan ais!,Bingkai avatar: Buka kunci bingkai avatar dinamik secara automatik selepas diperolehi.,,
356,Yan Rui Rubah Maple,"Cita-cita yang besar dan semangat yang luar biasa,
Menangis sedih,
Berasa sejuk pada musim.
Ia berfikir untuk menyelamatkan rakyat!",,"#cda5b0aTransformasi: Fungsi transformasi boleh direalisasikan dalam permainan, klik butang di sebelah kiri untuk pratonton! #n","Kesan badan: Daun maple mengelilingi badan, tinggalkan kesan tapak kaki berbentuk topeng",Bakat: Boleh membangkitkan kuasa rohani yang tertutup dan menentang kerosakan ais!,Bingkai avatar: Buka kunci bingkai avatar dinamik secara automatik selepas diperolehi.,,
