ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
278,Demone Drago - Carper,"Era un eroe cacciatore di draghi, ma dopo aver combattuto a lungo con i draghi, si è trasformato in un drago, diventando metà umano e metà drago. Resistette alla tentazione del potere nel sangue del drago e aderì alla propria natura, ma i cambiamenti nel suo corpo causarono ancora paura tra gli abitanti del villaggio. Con una nuova vita, Carper iniziò a cercare una nuova casa.",,Effetti sul corpo: il gioco può realizzare la funzione di deformazione e cambiare la forma!,Foto del profilo: sblocca la foto del profilo.,Effetti sul Corpo: Viola Starlight deriva dal tuo corpo!,#cda5b0a deformazione: fai clic sul pulsante di deformazione a sinistra per trasformarti in un drago stellare dello schermo del cielo! #n,#cda5b0a è limitato all'uscita della confezione regalo Dream Building #n,
279,Cacciatore di Fantasmi - Damon,"Ad Halloween, quando i fantasmi viaggiano, ci sono sempre spiriti maligni con cattive intenzioni mescolate. Con un lampo di luce di coltello, tutti gli spiriti maligni vengono massacrati sotto l'amo blu e la falce. Oltre al rumore ovunque, guarda la pace del festival con la luce incandescente dell'anima.",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: Il fuoco dell'anima blu si allontana dal corpo!,,,,
280,Orione,"""Tintinnio, tintinnio, tintinnio di campanelli..."" 
 Canticchiando canzoni familiari, appendendo palline luminose e nastri sull'alto albero di Natale, e la più grande stella in cima, lascia che Orion la accenda!",,Foto del profilo: sblocca la foto del profilo.,Body Effects: Le stelle stanno fluttuando!,,,,
281,Feifei,"I passi sono più leggeri dei silenziosi fiocchi di neve che cadono, e le poco profonde impronte di fiori di prugna dietro di loro sono ancora più belle. 
 Vestito con un abbigliamento festivo appositamente preparato, il contegno di Feifei quando cammina nella neve potrebbe essere più elegante!",Gli oggetti sbloccati possono essere ottenuti attraverso le attività,Foto del profilo: sblocca la foto del profilo.,Impronte di camminata: lascia impronte di zampe di gatto dove cammini.,,,,
282,La versione è troppo bassa,"Zhu Yin, il cantante della band rock elettrica, ha due stili di performance completamente diversi: dolce e freddo come una brezza che accarezza le foglie di bambù, o feroce e violento come ombre di bambù che ballano selvaggiamente nel temporale.
Il fatto che ci siano due anime nel corpo non può essere conosciuto dagli altri!",,Foto profilo ： sbloccare foto profilo 。,#cda5b0a cambio colore ： fare clic sul pulsante di cambio colore a sinistra ， può passare allo stato di bambù verde 。 #n,#cda5b0a cambio colore: fare clic sul pulsante di cambio colore a sinistra per passare allo stato crepuscolare. #n,,,
283,La versione è troppo bassa,"Zhu Yin, il cantante della band rock elettrica, ha due stili di performance completamente diversi: dolce e freddo come una brezza che accarezza le foglie di bambù, o feroce e violento come ombre di bambù che ballano selvaggiamente nel temporale.
Il fatto che ci siano due anime nel corpo non può essere conosciuto dagli altri!",,Foto profilo ： sbloccare foto profilo 。,#cda5b0a cambio colore ： fare clic sul pulsante di cambio colore a sinistra ， può passare allo stato ciliegia notte 。 #n,#cda5b0a cambio colore: fare clic sul pulsante di cambio colore a sinistra per passare allo stato mattutino. #n,,,
284,Castagne,"Il piccolo scoiattolo gentile e timido è un eccellente studente di violino al Conservatorio di Musica di Akiba. Di solito è molto timida, ma quando suona il violino, sembra che le note dorate della musica le lampeggino su tutto il corpo.",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: note musicali dorate galleggiano in giro!,,,,
285,"Agente bestia estrema, Luo Ze Qing","L'élite del clan Snow Rabbit, spietata e orgogliosa, è un membro dell'organizzazione degli agenti stellari di Gomanda - ""Extreme Beast Attack"". L'arma è una pistola ad elio fatta dal clan Snow Rabbit, che indossa un mirino ad altissima velocità, e bravo nel cecchinaggio a lunga distanza.",,Foto del profilo: sblocca la foto del profilo.,Impronte a piedi: Le impronte dei fiocchi di neve vengono lasciate dove cammini.,,,,
286,Reina,"Il batterista principale assoluto della band di rock elettrico, il batterismo feroce come una tempesta è lo stile preferito di Reina. Per quanto riguarda il tuono elettrico e leggero che si verifica di volta in volta durante la performance... È davvero solo un effetto speciale sul palco? 
 Non importa! Mangiamo insieme un delizioso ramen dopo lo spettacolo!",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: Un fulmine scoppierà sul corpo!,#cda5b0a è limitato all'uscita della confezione regalo Dream Building #n,,,
287,Mary Lou,"""Tintinnio, tintinnio, tintinnio di campanelli..."" 
 Canzoni familiari e allegre risuonano nelle strade, la festa di Natale di Marylou, vuoi venire?",,Foto del profilo: sblocca la foto del profilo.,Body Effects: Le stelle stanno fluttuando!,,,,
288,Alice,"Il giorno è avvolto nell'argento, aspettando che i fiori del gelo sboccino. 
 Quando tutto è tranquillo, fai snorkeling con i cetacei. 
 Non c'è fine al dire della magia dell'inverno ~",,Foto del profilo: sblocca la foto del profilo.,Impronte di camminata: cristalli di ghiaccio e fiocchi di neve sono lasciati dove cammini.,#cda5b0a è limitato all'uscita della confezione regalo Dream Building #n,,,
289,La versione è troppo bassa,,,,,,,,
290,La versione è troppo bassa,,,,,,,,
291,Rotondo di neve,"Invia regali raggianti, esulta e ricevi buste rosse. 
 Non è la neve che galleggia, sono nuovi vestiti invernali per tutte le cose!",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: i fiocchi di neve cadono sul tuo corpo!,,,,
292,Esplosione di bambù,"Squeak, squeak, 
 Non sono stati i petardi ad esplodere, è stato il nuovo anno e il nuovo tempo!",,Foto del profilo: sblocca la foto del profilo.,Effetti speciali sul corpo: Nodi cinesi che rappresentano la fortuna sono sparsi sul corpo!,,,,
293,"Signore del Palazzo Egeo, Canorus","Le felci camminano nella notte con il suono del pianoforte, 
 Lingmiao Zhou Xing ha sparso suoni di flauto speculativi. 
 La coda dei pesci e il corno delle pecore sono chiamati logica razionale, 
 Caos ricostruisce fortezze difensive cadrà.",,Foto del profilo: sblocca la foto del profilo.,Effetti sul Corpo: Circondati del potere del Capricorno!,,,,
294,"Arias, Signora del vaso D'argento","L'ispirazione arida vola nella terra della fantasia, 
 Sogni e strani pensieri vagano nella galassia. 
 Come la rugiada delle bolle che fermentano la galassia eterea, 
 Mettere l'uva in una bottiglia d'argento e bere agar dolce.",,Foto del profilo: sblocca la foto del profilo.,Body Effects: Circondati del potere dell'Acquario!,,,,
295,Tang Kexin,"Il cucchiaio d'oro è agitato, lo sciroppo è gettato e il coniglio di neve è dipinto vigorosamente. 
 Gudu gudu, dolce pentola di rame, salta fuori dalla bestia guardiana delle fate!",,Foto del profilo: sblocca la foto del profilo.,Body Effects: i dipinti di zucchero stanno galleggiando in giro!,,,,
296,Tang Keyi,"Jin Mo dondolò i capelli, le forbici volavano e la bestia che soffiava lo zucchero era vivace. 
 Impastando e tirando, invocando l'immortalità, scintille svolazzanti e invocando la pace!",,Foto del profilo: sblocca la foto del profilo.,Body Effects: i dipinti di zucchero stanno galleggiando in giro!,,,,
297,Perot,"Si dice che la misteriosa ragazza cresciuta nel villaggio di pescatori abbia il potere di un dio e custodisca da sola gli idoli e i tesori. È di buon cuore e di buon cuore, e ride tutto il giorno, ma è sempre molto calma di fronte al pericolo, e niente sembra farla arrabbiare o Paura.",,Foto del profilo: sblocca la foto del profilo.,,,,,
298,Ronnus,"Un adolescente cresciuto nell'outback, era desideroso di avventura fin da bambino, e gli piaceva esplorare l'ignoto e infrangere le regole. Segui le orme dei quattro figli di Mimeng e del capitano Tom fino alla leggendaria isola dove esiste il tesoro del dio del mare, determinato a trovare il tesoro e diventare famoso in tutto il mondo.",Gli elementi sbloccati possono essere ottenuti tramite l'evento,Foto del profilo: sblocca la foto del profilo.,,,,,
299,Soundwave,"Lo staff di intelligence dei Decepticons detiene tutti gli scambi di intelligence dei Decepticons, e la sua lealtà e abilità sono state affermate da Megatron. Sonic ha portato l'esercito del nastro: cane robot, uccello laser, confuso, spirito pipistrello, ecc. E ha ottenuto gli Autobot. Intelligenza su molti importanti piani d'azione.",,Foto del profilo: sblocca la foto del profilo.,Impronte a piedi: le impronte del logo del campeggio verranno lasciate dove cammini.,"#cda5b0a Summon: È possibile evocare una legione di nastro e ottenere un effetto buff, fare clic sul pulsante sinistro per visualizzare l'anteprima! #n",,,
300,Mungo,"La crema morbida viene spalmata sul fondo della tazza e il frutto rotondo viene strappato dai rami. 
 Sapore idratante e labbra e denti fragranti, il colore dorato porta dolcezza!",,Foto del profilo: sblocca la foto del profilo.,Effetti sul Corpo: I grani di mango galleggiano in giro!,,,,
301,Xiao Yuaner,"Il vicepresidente in carica della Food Fun Star Dim Sum Association, oltre a gestire il proprio negozio yuaneao, ama anche visitare altri negozi dim sum. Una volta trovata una materia prima migliore, farà ricerca e sviluppo quella notte, e lancerà un nuovo evento di prodotto il giorno dopo. Per quanto riguarda l'evento, quanto sconto sarà? Mi dispiace, va bene per ottenere altri due, sconto? Non funzionerà!",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: Tangyuan stanno galleggiando in giro!,,,,
302,La versione è troppo bassa,Attacco vigoroso ， battaglia rende la coda di cavallo eccitato e ondeggiante ， bombardamento accelerato ， suono proiettile porta risate più di 。 non si aspettava ， piccolo loli può anche portare un cannone ， Salva il mondo!,,Foto profilo ： sbloccare foto profilo 。,Effetti corpo ： corpo con amore!,,,,
303,La versione è troppo bassa,Calcolo attento ， strategie 。 la parte posteriore si siede ， vince migliaia di miglia 。 Eh? Pugni serrati ， fronte sudata? Si scopre che il comandante freddo è anche incerto 。,,Foto profilo ： sbloccare foto profilo 。,Effetti corpo ： corpo con energia di combattimento!,,,,
304,Rebecca,"Le orecchie di coniglio di velluto bianco tremavano e la gonna carina ondeggiava. 
 La carta di vetro è lucida e arriva il miracolo del latte. 
 Tintinnio Tintinnio ~ Coniglio ragazza magica, trasformati!",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: le foche di coniglio galleggiano in giro!,,,,
305,La versione è troppo bassa,,,,,,,,
306,"La Sacra Guida della Vita Magica, Felicia","Quando la bellezza è bramata, i volti avidi saccheggiano la vita, 
 Quando i fiori vengono rifiutati, la sporcizia dilagante profana il paese delle meraviglie. 
 Accogliete il ritorno dello spirito dei fiori e ringiovanite i mille fiori. 
 Quando i fiori sono in piena fioritura, le farfalle stanno in piedi.",,"Cambiamenti di illuminazione: Forma con l'illuminazione ambientale nella mappa, fare clic sul pulsante a sinistra per visualizzare le istruzioni.","#cda5b0a Trasforma: Trasforma in uno spirito segreto quando la luce ambientale è maggiore di 9, fai clic sul pulsante a sinistra per visualizzare l'anteprima. #n",#cda5b0a auto esclusiva: fai clic sul pulsante a sinistra per utilizzare l'esclusiva auto guidata. #n,"#cda5b0a Azione espressione esclusiva: il cielo che cade petali pioggia, fare clic sul pulsante sinistro per visualizzare l'anteprima. #n",#cda5b0a limitato all'uscita della confezione regalo Xinghui #n,
307,"Elfo misterioso, Felicia","I fiori sono pieni di spine, per smettere di bramare in fondo al mio cuore, 
 Solo quando è ricco e contiene tossicità può avere la capacità di resistere. 
 In un lampo di ispirazione, trasforma l'attacco in aiuto. 
 Qualche giorno di riflessione, creando una nuova era di magia.",,"Cambiamenti di illuminazione: Forma con l'illuminazione ambientale nella mappa, fare clic sul pulsante a sinistra per visualizzare le istruzioni.","#cda5b0a trasformazione: quando la luce ambientale è inferiore o uguale a 9, trasformati in una guida del santo della vite magica, fai clic sul pulsante a sinistra per visualizzare l'anteprima. #n",#cda5b0a auto esclusiva: fai clic sul pulsante a sinistra per utilizzare l'esclusiva auto guidata. #n,"#cda5b0a Azione espressione esclusiva: il cielo che cade petali pioggia, fare clic sul pulsante sinistro per visualizzare l'anteprima. #n",#cda5b0a limitato all'uscita della confezione regalo Xinghui #n,
308,Valena,"Respira e senti il ritmo del vento,
Tocca le reliquie naturali con le tue mani.
Prendi rischi e scrivi capitoli liberi.",,Foto del profilo: sblocca la foto del profilo.,Impronte a piedi: lascia impronte di gatto dove cammini.,,,,
309,Marchio,"Ascolta la voce della foresta,
Entra nella terra di nessuno sotto la luna.
Andare contro la folla ed esplorare i segreti della vita all'aria aperta.",,Foto del profilo: sblocca la foto del profilo.,Impronte a piedi: lascia le impronte dei cuccioli dove cammini.,,,,
310,Erin,"La rugiada si arrampicava sui fili d'erba e ondeggiava nel vento.
La terra scrolla i grani del gelo e la primavera sta germogliando!",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: Ravanello svolazzante sul corpo!,,,,
311,Elton,"Il sole splendeva sulla fattoria e gli uccelli cinguettavano.
La pala gira la terra, e il sudore genera speranza!",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: Ravanello svolazzante sul corpo!,,,,
312,Qingyun,"Striscia per pittura a pennello a condensazione, smalto per pittura a colori fini.
La porta della stufa brucia la nuova rima, e l'esposizione è Zhu Rong Fang.",,Foto del profilo: sblocca la foto del profilo.,Effetti Corpo: Spot di luce svolazzante sul corpo!,,,,
313,La versione è troppo bassa,,,,,,,,
314,La versione è troppo bassa,,,,,,,,
315,moo moo,"Canta nel vento e balla nella bufera di neve.
Avere i capelli più morbidi e giocare con il pugnale più affilato.
Saluti dall'altopiano innevato, amico mio.",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: fiocchi di neve svolazzanti sul corpo!,,,,
316,Hua Qiqi,"Phew ~ Phew ~ Soffia tutti i desideri che vuoi realizzare nel palloncino.
Nei giorni a venire, dovremmo anche giocare insieme ~
Dopo tutto... ogni giorno con te è il mio desiderio che si avvera.",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: Starlight svolazza sul corpo!,,,,
317,acqua limpida verde,"Il cielo e l'acqua infiniti sono blu e le piccole montagne sono verdi.
Le onde di fumo contengono verde e Shi Jian è scioccato dalle immagini.",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: i triangoli d'oro sono sparsi sul corpo!,,,,
318,torta torta,"Festa calda, festa calda. Mimeng Koala, trasmetti la felicità!
Con torta, con dolce melodia, canta per oggi ~",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: Starlight svolazza sul corpo!,,,,
319,Fagioli di riso,"Tosse tosse, intervista,
Quale amico ha mal di denti per aver mangiato troppo zucchero?
Le gocce di cioccolato sono buone, ma non puoi mangiare di più ~",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: gocce di cioccolato che galleggiano in giro!,,,,
320,Fuga,"Uccidere non è mia intenzione.
Peccato, i fiumi e i laghi giudicheranno da soli.
Il vento è freddo come una lama e la spada passa senza lasciare traccia.
Stasera, una resa dei conti!",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: macchie di luce verde che svolazzano sul corpo!,,,,
321,Nipro,"I capelli morbidi sono affascinanti agli occhi, ed è come una ciliegia che cade.
Non chiedermi il mio nome in codice, sono Rogue Fairy No. 1.
Demone o cavaliere? La mia identità dipende da te.",,Foto del profilo: sblocca la foto del profilo.,Effetti Corpo: Starlight deriva dal corpo!,,,,
322,Bofill,"Non è difficile trasformare la pietra in oro, il bene e il male hanno lunghi alti e bassi, la carta bianca diventa personaggi neri e la magia non cambia la moralità. Se la carineria non può muoverti, allora lancerò la magia. Cambia!
Questa è una buona carta, non per un cattivo ragazzo.",,Foto del profilo: sblocca la foto del profilo.,Effetti Corpo: Le carte stanno galleggiando in giro!,,,,
323,"Imperatore del mare, Lingxi","Sentendomi al caldo in inverno, alzai la testa verso il lago.
Vai a giocare con le conchiglie colorate e ascolta il suono del nuovo loto dappertutto.",,"Cambiamenti speciali: il gioco può realizzare la funzione di trasformazione, cambiare la forma e lo stato!","#cda5b0a Trasformazione: puoi trasformarti in forma di sirena nell'acqua, fai clic sul pulsante a sinistra per visualizzare l'anteprima! #n",Talento: può stimolare linee di sangue speciali e respirare liberamente sott'acqua!,Avatar Frame: Sblocca automaticamente dinamico Avatar Frame quando ottenuto.,#cda5b0a Limitato alla produzione di Star Pack#n.,
324,"Perla Piangente Immortale, Lingxi","Bere di notte per sciogliere la luna, e ciondolo perle fluorescenti.
Dio compatì la codardia di Fendai e le lacrime si trasformarono in Jinze Dew.",,"Cambiamenti speciali: il gioco può realizzare la funzione di trasformazione, cambiare la forma e lo stato!","#cda5b0a Trasformazione: può essere trasformato in una forma naturale a terra, fai clic sul pulsante a sinistra per visualizzare l'anteprima! #n",Talento: può stimolare linee di sangue speciali e respirare liberamente sott'acqua!,,#cda5b0a Limitato alla produzione di Star Pack#n.,
325,Hein,"Ballando nel vento come seta,
Il fondo del mare è nascosto come una giada.
Emettendo leggerezza con la brezza marina,
Non c'è traccia di alcun vagabondaggio.",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: bolle stanno galleggiando intorno!,#cda5b0a Limitato alla produzione di Dreamer Pack#n.,,,
326,Halvi,"Camminando sul confine della vita e della morte, l'anima nuota tra le migliaia di non morti.
Le ali del coraggio fioriscono brillantemente, i pensieri malvagi si alzano e ruggiscono via.
Le ferite spezzate richiedono la guarigione della fiducia.
Questa delusione penetrante si è già intrufolata nei miei polmoni e ha gemuto a bassa voce.",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: piume nere che fluttuano dal corpo!,,,,
327,Glenny,"Pulisci la rosa nera della spalla, apri Pandora, l'osso del pipistrello del tatuaggio dell'anima e il sorriso brucia sul cranio.
Nato nel crepuscolo, nascosto al mattino, il buio è il mio destino.
Sakura rosso e struggente imbiancatura, scheletro e punk coesistono.",,Foto del profilo: sblocca la foto del profilo.,Effetti Corpo: Pipistrelli e cuori rosa svolazzanti!,"Personalizzazione: dopo aver ottenuto, puoi abbinare liberamente decorazioni per la schiena, decorazioni per il viso, gioielli e altre parti in [Personalizzazione]!",,,
328,Grande Marte,"Il ciclo del destino, gli ingranaggi non girano mai involontariamente, ma lui preferisce deridere questo ridicolo futuro.
Il ritmo è una lama, i testi sono proiettili e i ""teppisti"" che non combattono mai usano la musica per svegliare la città intorpidita.
Forse i sogni si sveglieranno sempre, ma ora non è il momento",,Foto del profilo: sblocca la foto del profilo.,Impronte a piedi: lascia impronte di luce stellare dove cammini.,,,,
329,Marlene,"Sotto gli splendidi riflettori, solo gli stessi inni possono essere cantati, e le strade vagano, e la sua chitarra elettrica urlante ruggisce il vero dolore e la bellezza della vita.
E se non viene riconosciuto? L'anima ribelle e libera sarà sicuramente attratta dal canto di Marlene e romperà le catene.",,Foto del profilo: sblocca la foto del profilo.,Impronte a piedi: lascia impronte di luce stellare dove cammini.,,,,
330,Foglio Uomo Xiaomi,"Indossando l'uniforme da supereroe preferita, l'uomo di foglio Xiaomi che si impegna per la giustizia sta arrivando!",,Avatar: sbloccare l'avatar,Effetto corpo: I punti luce dorati sono intorno a voi!,,,,
331,Angelo,"Angel, oppressa dalle sue ali mutate, è stata salvata da un soldato meccanizzato. Insieme, hanno combattuto per proteggere l'ultima roccaforte dell'umanità, simbolo di speranza.",,Avatar: sbloccare l'avatar,Effetto corporeo: Piume bianche fluttuano intorno al corpo!,,#cda5b0a Interazione: Puoi attivare azioni interattive con Isaia!#n,,
332,Isaia,"Impegnato in continue battaglie con creature mutanti per tutto l'anno, Isaia combatte contro lo stesso virus che sta corrodendo il suo corpo e persino la sua mente...",,Avatar: sbloccare l'avatar,Effetto corporeo: Cubi di energia fluttuano intorno al corpo!,,#cda5b0a Interazione: Puoi attivare azioni interattive con Angel!#n,,
333,Barricade,Barricade è un combattente Decepticon che può vedere attraverso gli umani a colpo d'occhio e usare la fiducia delle persone per ingannarli. Gli piace anche fare a pezzi gli avversari con potenti armi e mani idrauliche.,,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: fulmini svolazzano sul corpo!,#cda5b0a Deformazione: Fare clic sul pulsante Deformazione a sinistra per cambiare la forma del robot / veicolo! #n,,,
334,Kexi Shining Ragazza,"Kexi Guanghui ha un aspetto adorabile e il carrello degli scacchi è il suo adorabile simbolo. Ambiziosa, manipola l'amicizia come potere, e alla fine viene sconfitta e trasformata in una statua di pietra.",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: fiamme che svolazzano!,,,,
335,Mela Lili Ragazza,"Apple Lili è la sorella di Apple Jia'er e uno dei membri fondatori della Cute Legion. Oltre ad aiutare a raccogliere le mele nel dolce frutteto di mele, lavorerà duramente per il simpatico logo insieme al bambino innamorato e all'accattivante Lulu.",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: i fiori sono sparsi sul corpo!,,,,
336,Ragazza Cuore di Neve,"Il Cuore di Neve è la figlia della Principessa di Armatura Lucida e Fonologia, chiamata così in onore della cerimonia di cristallo quando frantumò il cuore di cristallo con un grido. Dopo di che, la sua magia si stabilizzò e questo non accadde mai più.",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: punti rosa di luce che svolazzano sul corpo!,,,,
337,"Principe Akaya, Liansheng","In questo mondo caotico
Non aver paura dei bambini feriti
Chi vuole ferire di nuovo le persone
Oltre il fiume e oltre il mare, non sarà risparmiato!",,"Cambiamenti speciali: il gioco può realizzare la funzione di trasformazione, cambiare la forma e lo stato!","#cda5b0a Scolorimento: Abilità Divina: Forma giovanile commutabile, fare clic sul pulsante a sinistra per visualizzare l'anteprima. #n",,,,
338,"Lingze Boy, Liansheng","Tutti gli esseri mi guardano
Ignorante e senza preoccupazioni
Il fiore di loto dietro di me sta sbocciando
Il vento e le onde autunnali hanno sollevato molto vento e nuvole.",,"Cambiamenti speciali: il gioco può realizzare la funzione di trasformazione, cambiare la forma e lo stato!","#cda5b0a può cambiare il modulo per adulti, fare clic sul pulsante a sinistra per visualizzare l'anteprima. #n",,,,
339,Shaohua,"Il fascio di moxa tira delicatamente le orchidee e i fiori di Jiayang stanno improvvisamente proliferando.
Yuelang Dragon Boat Dragon Boat Festival Tour, cinque gnocchi di seta e diaspro trasparente.
Tieni il ventaglio Huanxi per dissipare il calore e il sole rosso scende per ricordare le antiche pianure.",,Foto del profilo: sblocca la foto del profilo.,Effetti sul corpo: foglie verdi che svolazzano sul corpo!,,,,
340,Doris,"Percorrendo le strade con messaggi da lontano, mi basta un sorriso del destinatario come incoraggiamento.",,Avatar: sbloccare,Effetto corpo: Le buste sono intorno a te!,,,,
341,Dole,"La musica delle gioie e dei dolori ha raggiunto ogni famiglia.
I messaggi sono stati consegnati in tempo con il suono della campana.
Come portatore, il mio dovere è quello di custodire ogni lettera con cura.",,Avatar: sbloccare,Effetto corpo: Le buste sono intorno a te!,,,,
342,Lambert,"Con l'aiuto delle stelle e della forza di volontà, l'astrologia inizia a lavorare.
Le ruote del destino si intrecciano, preannunciando il ciclo del destino.
Le leggende del futuro non svaniscono mai. E io, alla ricerca di ciò che è andato perduto.",,Avatar: sbloccare,Effetto corpo: Le luci delle stelle sono intorno a te!,,,,
343,Martini,"Quando Martini è diventato un cacciatore di taglie, la sua intenzione iniziale era quella di proteggere coloro che non potevano difendersi da soli. Durante una battaglia contro un dinosauro geneticamente modificato, ha riportato gravi lesioni alle articolazioni. Tuttavia, il teschio di dinosauro che porta con sé incute timore nei cuori dei più noti criminali.",Oggetti sbloccabili tramite attività,Avatar: sbloccare,Effetto corpo: I punti luce sono intorno a voi!,,,,
344,Cielo Santo,"Sacra Volta è il capo del team Gigante Indomabile, ha sconfitto il Tirannosauro, coraggioso e giusto.",,Avatar: Sblocca.,Effetto corporeo: Fiamme sprigionate alle spalle！,"#cda5b0aTrasformazione: Clic sinistra, robot/veicolo! #n",,,
345,"Canzone estate, Sogno","Brezza estiva tra abiti e capelli, bellezza incontrata all'improvviso.",,Avatar: Sblocca.,Fiori intorno al corpo!,,,,
346,Stelle danzanti Belinda,"Skate, musica, volo a terra!",,Avatar: Sblocca.,Effetto corporeo: Note musicali fluttuano intorno al corpo！,,,,
347,"Sole caldo, Paní","Stanco, letto.",,Avatar: Sblocca.,Aura di sonnolenza!,,,,
348,Ciao Kitty Lorna,Fiocco piace? Non donabile!,,Avatar: Sblocca.,Effetto corporeo: Petali fluttuano intorno al corpo!,Passi fioriti camminati.,,,
349,Cinnamoroll Nimo,"Petali profumati, tempo fermo.",,Avatar: Sblocca.,Fiori intorno al corpo!,Passi dolci: tracce di caramelle.,,,
350,Galán,"Grotta passata, principe attraversato, sofferenza superata, sogno sorprendente.",,Avatar: Sblocca.,Effetto corporeo: Note musicali fluttuano intorno al corpo！,"Personalizzazione: Compra e combina accessori per schiena, viso e mano.",,,
351,Fragole Tenten,"Tre ondate di calore - inizio estate, senza freschezza. Pelle verde, zucca rossa, dolce sabbia. Profumo fruttato lenisce il caldo, ghiaccio entra, corpo brilla.",,Avatar: Sblocca.,Effetto corporeo: nell'aria si diffonde l'odore di anguria!,,,,
352,Aiden,"Comandante guida azioni, non controlla lealtà. Coraggioso, mira vittoria. Contrattacco o inseguimento, cambia destino.",Gli elementi sbloccati possono essere ottenuti dall'evento,Avatar: Sblocca.,Effetto corporeo: Punti luminosi fluttuano intorno al corpo!,,,,
353,Tylnos,"Il discendente mezzosangue del carnivoro Tyrannosaurus rex ha un aspetto maestoso e un cuore solitario. Quando un compagno legge il suo cuore, mostrerà anche un lato molto gentile ~",,Avatar: Sblocca avatar.,Effetti sul corpo: L'aroma del barbecue si diffonde attraverso il corpo!,,,,
354,Trisno,"Ragazza di razza mista dinosauro erbivoro, personalità semplice e debole, non ama le dispute e inizia a combattere coraggiosamente per ciò che vuole con l'incoraggiamento del suo compagno Tenos.",,Avatar: Sblocca avatar.,Effetti sul corpo: foglie verdi che svolazzano sul corpo!,,,,
355,"Capitano Hyun Yu, Yan Rui","Il vento soffia nella foresta e l'incantesimo ha inizio,
Il sigillo del sonno alla fine si sveglierà.
Ascolta, capitano Xuan Ye Xiao.
Lava via il dolore dell'estate e dell'estate.",,"#cda5b0a Trasformazione: la funzione di trasformazione può essere realizzata nel gioco, fai clic sul pulsante a sinistra per visualizzare l'anteprima! #n","Effetti sul corpo: le foglie d'acero sono sparse sul corpo, lasciando le impronte della maschera dove cammini!",Talento: può risvegliare il potere spirituale sigillato e resistere ai danni del ghiaccio!,Avatar Frame: Sblocca automaticamente dinamico Avatar Frame quando ottenuto.,,
356,"Maple Fox Red Night, Yanrui","Wanli Fenghou beve rugiada ghiacciata.
Un pezzo di lutto,
Inverno ossa fredde selvagge.
Nient'altro che un pensiero per salvare vite!",,"#cda5b0a Trasformazione: la funzione di trasformazione può essere realizzata nel gioco, fai clic sul pulsante a sinistra per visualizzare l'anteprima! #n","Effetti sul corpo: le foglie d'acero sono sparse sul corpo, lasciando le impronte della maschera dove cammini!",Talento: può risvegliare il potere spirituale sigillato e resistere ai danni del ghiaccio!,Avatar Frame: Sblocca automaticamente dinamico Avatar Frame quando ottenuto.,,
357,Cynthia,"Il conduttore stella-luna che usa la magia al chiaro di luna è il nuovo mago della cerimonia reale. Quando agita lo scettro con le stelle e le lune in mano, le note musicali delle stelle e delle lune che recita circonderanno il lato del vestito. Viene dalla città fuori dal regno. Sta con le stelle e le lune tutto il giorno e i suoi capelli soffici come nuvole sono un simbolo della sua dolcezza.",,Avatar: Sblocca avatar.,Effetti Corpo: Starlight deriva dal corpo!,Cornice dell'avatar: Si sblocca automaticamente.,,,
358,Skoll,"Skoll ha sempre sognato di esplorare l'universo. Oggi ha finalmente realizzato il suo sogno. Ha preso un'astronave, l'ha riparata con una tecnologia superba e poi ha immediatamente guidato l'astronave verso l'universo. Nel momento in cui ha sfondato il cielo, ha visto le stelle e ha sentito la bella luce, tutto ciò lo ha eccitato.",,Avatar: Sblocca avatar.,Effetti sul corpo: le stelle fluttuano!,,,,
359,Rossella,"Cool Sunshine Girl con fiammeggianti capelli rossi a forma di polpo che si illuminano vertiginosamente al sole. Ama esplorare ogni sport del mondo, in particolare lo skateboard. Sa fare skateboard abilmente e nuotare tra diversi ostacoli. È la ragazza da skateboard più cool del blocco.",,Avatar: Sblocca avatar.,Effetti sul corpo: Polpo che galleggia in giro!,,,,
