ID,任务名,任务描述,任务追踪
2012027,효율성 룬 오레 I,컬렉션 @item_455#@1 #r (미라의 지하 및 화산 지역이 널리 분포하고 있으며 빙하 지역의 생산량이 상대적으로 큽니다),캡처 @item_455
2012028,효율성 룬 오레 II,컬렉션 @item_455#@1 #r (미라의 지하 및 화산 지역이 널리 분포하고 있으며 빙하 지역의 생산량이 상대적으로 큽니다),캡처 @item_455
2012029,유리 I,제련 @item_11305#@1 #r (@item_29#@item_11305#먼저 사용해야 함),제련 @item_11305
2012030,유리 II,제련 @item_11305#@1 #r (@item_29#@item_11305#먼저 사용해야 함),제련 @item_11305
2012031,시멘트 I,제련 @item_11200 #@1#r (@item_11305#@item_11200 #먼저 사용해야 함),제련 @item_11200
2012032,시멘트 II,제련 @item_11200 #@1#r (@item_11305#@item_11200 #먼저 사용해야 함),제련 @item_11200
2012033,매몰 기계 I,@item_598#@1 수집#r(Myra 지하에서는 거의 배포되지 않음),캡처 @item_598#@1
2012034,매몰 기계 II,@item_598#@1 수집#r(Myra 지하에서는 거의 배포되지 않음),캡처 @item_598#@1
2012035,새벽 돌 I,@item_536#@1 수집#r(Flame Star가 널리 분포되어 있음),@item_536#@1 캡처
2012036,던 스톤 II,@item_536#@1 수집#r(Flame Star가 널리 분포되어 있음),@item_536#@1 캡처
2012037,망간 결절 I,컬렉션 @item_24#@1#r(Myra의 깊은 해저에 희귀한 분포),@item_24#@1 캡처
2012038,망간 결절 II,컬렉션 @item_24#@1#r(Myra의 깊은 해저에 희귀한 분포),@item_24#@1 캡처
2012039,파이록센 1세,제련 @item_124#@1#r(불꽃별 지면의 기본 구성),제련 @item_124#@1
2012040,파이록센,제련 @item_124#@1#r(불꽃별 지면의 기본 구성),제련 @item_124#@1
2012041,응축수 I,획득 @item_402#@1#r (미라지는 널리 분포되어 있습니다),@item_402#@1 캡처
2012042,응축수 II,획득 @item_402#@1#r (미라지는 널리 분포되어 있습니다),@item_402#@1 캡처
2012043,스타 에너지 광산 I,제련 @item_405#@1 #r (불꽃별에 널리 분포하는 많은 양의 별 에너지를 응축하는 광석),제련 @item_405#@1
2012044,스타 에너지 광산 II,제련 @item_405#@1 #r (불꽃별에 널리 분포하는 많은 양의 별 에너지를 응축하는 광석),제련 @item_405#@1
2012045,프로스트 스톤 광산 I.,컬렉션 @item_34#@1#r (밀라 스타의 눈 동굴에는 거의 분포하지 않음),수집 @item_34 #@1
2012046,프로스트 락 광산 II,컬렉션 @item_34#@1#r (밀라 스타의 눈 동굴에는 거의 분포하지 않음),수집 @item_34 #@1
2012047,사소한 핵 형성 I.,컬렉션 @item_33#@1#r (Mirastar에서 희귀 배포),수집 @item_33 #@1
2012048,사소한 핵 형성 II,컬렉션 @item_33#@1#r (Mirastar에서 희귀 배포),수집 @item_33 #@1
3001001,나무 막대기 I,가공 @item_12001#@1,가공 @item_12001#@1
3001002,나무 막대기 II,가공 @item_12001#@1,가공 @item_12001#@1
3001003,날카로운 범프 해머 I,처리 @item_11230#@1#r(자료 중 하나 @item_242# 사막으로 가야 찾을 수 있음),가공 @item_11230
3001004,날카로운 범퍼 II,처리 @item_11230#@1#r(자료 중 하나 @item_242# 사막으로 가야 찾을 수 있음),가공 @item_11230
3001005,돌창 1세,가공 @item_12002,가공 @item_12002
3001006,스톤 스피어 II,가공 @item_12002,가공 @item_12002
3001007,피어싱 창 I,가공 @item_12004#@1,가공 @item_12004#@1
3001008,피어싱 창 II,가공 @item_12004#@1,가공 @item_12004#@1
3001009,단검 1세,가공 @item_12003#@1,가공 @item_12003#@1
3001010,단검 II,가공 @item_12003#@1,가공 @item_12003#@1
3001011,에너지 검 I,가공 @item_12005,가공 @item_12005
3001012,에너지 소드 II,가공 @item_12005,가공 @item_12005
3001013,리퍼 1세,가공 @item_12009 #@1,가공 @item_12009 #@1
3001014,리퍼 II,가공 @item_12009 #@1,가공 @item_12009 #@1
3001015,티타늄 워해머 I,가공 @item_12010#@1,가공 @item_12010#@1
3001016,티타늄 워해머 II,가공 @item_12010#@1,가공 @item_12010#@1
3001017,악마 하푼 1세,처리 @item_12063#@1 #r (만타 물고기는 바다에 가서 찾아야 합니다),가공 @item_12063
3001018,악마의 작살 II,처리 @item_12063#@1 #r (만타 물고기는 바다에 가서 찾아야 합니다),가공 @item_12063
3001019,스콜피온 쉘 쉴드 I,처리 @item_12309#@1#r(@item_11632#는 거대한 독꼬리 전갈을 공격하려면 무딘 무기가 필요합니다),가공 @item_12309
3001020,스콜피온 쉘 쉴드 II,처리 @item_12309#@1#r(@item_11632#는 거대한 독꼬리 전갈을 공격하려면 무딘 무기가 필요합니다),가공 @item_12309
3001021,전갈 방패 I,처리 @item_12310#@1#r(@item_11633#은 거대한 독전갈을 공격하기 위해 날카로운 무기가 필요합니다.),가공 @item_12310
3001022,스콜피온 쉴드 II,처리 @item_12310#@1#r(@item_11633#은 거대한 독전갈을 공격하기 위해 날카로운 무기가 필요합니다.),가공 @item_12310
3001023,부메랑 1세,가공 @item_11592,가공 @item_11592
3001024,부메랑 II,가공 @item_11592,가공 @item_11592
3001025,일반 직원,가공 @item_11580,가공 @item_11580
3001026,활활 타오르는 직원,가공 @item_11581,가공 @item_11581
3001027,번개 직원,가공 @item_11582,가공 @item_11582
3001028,중독 직원,가공 @item_11583,가공 @item_11583
3001029,복구 직원,가공 @item_11584,가공 @item_11584
3001030,직원 소환,처리 @item_11585#@1#r(@item_11575#사막 깊숙한 곳),가공 @item_11585
3001031,미트릴 짧은 활 I,가공 @item_12050,가공 @item_12050
3001032,미트릴 짧은 활 II,가공 @item_12050,가공 @item_12050
3001033,돌화살 1세,가공 @item_12051,가공 @item_12051
3001034,돌 화살 II,가공 @item_12051,가공 @item_12051
3001035,용골 활 I,처리 @item_12056#@1#r(@item_11221# 흑룡을 물리쳐야 얻을 수 있음),가공 @item_12056
3001036,용골 활,처리 @item_12056#@1#r(@item_11221# 흑룡을 물리쳐야 얻을 수 있음),가공 @item_12056
3001037,블로우 애로우 I,처리 @item_12288#@1#r(@item_251# 대나무 숲 분지를 살펴봐야 함),가공 @item_12288
3001038,화살 II,처리 @item_12288#@1#r(@item_251# 대나무 숲 분지를 살펴봐야 함),가공 @item_12288
3001039,비 스팅어 다트 1,가공 @item_12289,가공 @item_12289
3001040,비 스팅어 다트 II,가공 @item_12289,가공 @item_12289
3001041,수압 대포 I,가공 @item_11649,가공 @item_11649
3001042,수압 대포 II,가공 @item_11649,가공 @item_11649
3001043,상어 활 I,가공 @item_12061,가공 @item_12061
3001044,상어 활 II,가공 @item_12061,가공 @item_12061
3001045,오션 애로우 1,가공 @item_12062,가공 @item_12062
3001046,오션 애로우 II,가공 @item_12062,가공 @item_12062
3002001,가죽 헬멧 I,가공 @item_12201,가공 @item_12201
3002002,가죽 헬멧 II,가공 @item_12201,가공 @item_12201
3002003,가죽 가슴판 I,가공@item_12202#@1,가공@item_12202#@1
3002004,가죽 가슴판 II,가공@item_12202#@1,가공@item_12202#@1
3002005,가죽 레깅스 I,가공 @item_12203,가공 @item_12203
3002006,가죽 레깅스 II,가공 @item_12203,가공 @item_12203
3002007,가죽 부츠 I,가공 @item_12204,가공 @item_12204
3002008,가죽 부츠 II,가공 @item_12204,가공 @item_12204
3002009,황동 헬멧 I,가공 @item_12216,가공 @item_12216
3002010,황동 헬멧 II,가공 @item_12216,가공 @item_12216
3002011,황동 가슴판 I,가공@item_12217#@1,가공@item_12217#@1
3002012,황동 가슴판 II,가공@item_12217#@1,가공@item_12217#@1
3002013,브라스 레깅스 I,가공 @item_12218,가공 @item_12218
3002014,브라스 레깅스 II,가공 @item_12218,가공 @item_12218
3002015,황동 부츠 I,가공 @item_12219,가공 @item_12219
3002016,황동 부츠 II,가공 @item_12219,가공 @item_12219
3002017,미트릴 헬멧 I,가공 @item_12221,가공 @item_12221
3002018,미트릴 헬멧 II,가공 @item_12221,가공 @item_12221
3002019,미트릴 가슴판 I,가공 @item_12222#@1,가공 @item_12222#@1
3002020,미트릴 가슴판 II,가공 @item_12222#@1,가공 @item_12222#@1
3002021,미트릴 레깅스 I,가공 @item_12223#@1,가공 @item_12223#@1
3002022,미트릴 레깅스 II,가공 @item_12223#@1,가공 @item_12223#@1
3002023,미트릴 부츠 I,가공 @item_12224,가공 @item_12224
3002024,미트릴 부츠 II,가공 @item_12224,가공 @item_12224
3002025,체인 헬멧 I,가공 @item_12211,가공 @item_12211
3002026,체인 헬멧 II,가공 @item_12211,가공 @item_12211
3002027,체인 메일 가슴판 I,가공 @item_12212#@1,가공 @item_12212#@1
3002028,체인 메일 가슴판 II,가공 @item_12212#@1,가공 @item_12212#@1
3002029,체인 메일 레깅스 I,가공 @item_12213,가공 @item_12213
3002030,체인 메일 레깅스 II,가공 @item_12213,가공 @item_12213
3002031,체인 부츠 I,가공 @item_12214,가공 @item_12214
3002032,체인 부츠 II,가공 @item_12214,가공 @item_12214
3002033,티타늄 헬멧 I,가공 @item_12231,가공 @item_12231
3002034,티타늄 헬멧 II,가공 @item_12231,가공 @item_12231
3002035,티타늄 가슴판 I,가공@item_12232#@1,가공@item_12232#@1
3002036,티타늄 가슴판 II,가공@item_12232#@1,가공@item_12232#@1
3002037,티타늄 레깅스 I,가공 @item_12233,가공 @item_12233
3002038,티타늄 레깅스 II,가공 @item_12233,가공 @item_12233
3002039,티타늄 부츠 I,가공 @item_12234,가공 @item_12234
3002040,티타늄 부츠 II,가공 @item_12234,가공 @item_12234
3002041,텅스텐 골드 헬멧 I,가공 @item_12241,가공 @item_12241
3002042,텅스텐 골드 헬멧 II,가공 @item_12241,가공 @item_12241
3002043,텅스텐 금 가슴판 I,가공 @item_12242#@1,가공 @item_12242#@1
3002044,텅스텐 금 가슴판 II,가공 @item_12242#@1,가공 @item_12242#@1
3002045,텅스텐 레깅스 I,가공 @item_12243,가공 @item_12243
3002046,텅스텐 레깅스 II,가공 @item_12243,가공 @item_12243
3002047,텅스텐 골드 부츠 I,가공 @item_12244,가공 @item_12244
3002048,텅스텐 골드 부츠 II,가공 @item_12244,가공 @item_12244
3002049,다이빙 마스크 I,가공 @item_11642,가공 @item_11642
3002050,다이빙 마스크,가공 @item_11642,가공 @item_11642
3002051,수영복 I,가공 @item_11643#@1,가공 @item_11643#@1
3002052,수영복 II,가공 @item_11643#@1,가공 @item_11643#@1
3002053,다이빙 지느러미,가공 @item_11644,가공 @item_11644
3002054,다이빙 지느러미,가공 @item_11644,가공 @item_11644
3002055,산소 마스크 I,가공 @item_12276,가공 @item_12276
3002056,산소 마스크 II,가공 @item_12276,가공 @item_12276
3002057,고급 다이빙 마스크 I,가공 @item_11645,가공 @item_11645
3002058,고급 다이빙 마스크,가공 @item_11645,가공 @item_11645
3002059,프리미엄 수영복 I,가공 @item_11646,가공 @item_11646
3002060,프리미엄 수영복,가공 @item_11646,가공 @item_11646
3002061,고급 다이빙 지느러미,가공 @item_11647,가공 @item_11647
3002062,고급 다이빙 지느러미,가공 @item_11647,가공 @item_11647
3002063,산소 배낭 I,가공 @item_12275,가공 @item_12275
3002064,산소 배낭 II,가공 @item_12275,가공 @item_12275
3002065,코롤라 1세,가공 @item_11228,가공 @item_11228
3002066,코롤라 II,가공 @item_11228,가공 @item_11228
3002067,럭키 코롤라 1세,처리 @item_11650#@1#r(바다의 붉은 지구 섬에서 찾을 수 있음 @item_1186#),가공 @item_11650
3002068,럭키 코롤라 II,처리 @item_11650#@1#r(바다의 붉은 지구 섬에서 찾을 수 있음 @item_1186#),가공 @item_11650
3002069,가죽 망토 I,가공 @item_12205,가공 @item_12205
3002070,가죽 망토 II,가공 @item_12205,가공 @item_12205
3002071,이글거리는 망토 I,가공 @item_12206,가공 @item_12206
3002072,이글거리는 망토 II,가공 @item_12206,가공 @item_12206
3002073,텅스텐 망토 I,가공 @item_12207#@1,가공 @item_12207#@1
3002074,텅스텐 망토 II,가공 @item_12207#@1,가공 @item_12207#@1
3002075,실크 게이트 망토 I,가공 @item_12208,가공 @item_12208
3002076,실크 게이트 망토,가공 @item_12208,가공 @item_12208
3002077,미트릴 망토 I,가공 @item_12209,가공 @item_12209
3002078,미트릴 망토 II,가공 @item_12209,가공 @item_12209
3002079,용암 망토 I,처리 @item_12210#@1#r(@item_11222# 용암 흑룡을 이겨야 얻을 수 있음),가공 @item_12210
3002080,용암 망토 II,처리 @item_12210#@1#r(@item_11222# 용암 흑룡을 이겨야 얻을 수 있음),가공 @item_12210
3002081,모래 망토,"처리 @item_11639#@1#r(사막에서 모래폭풍을 만날 가능성이 매우 높으며, 모래폭풍을 걷고 싶다면 필수불가결한 @item_11639#)",가공 @item_11639
3002082,내화 백팩,처리 @item_12277#@1#r(불꽃별의 고온에 적응하려면 @item_12277#이 매우 중요합니다),가공 @item_12277#@1
3003001,낮은 수준의 공격 룬 I,@item_785#item_11603#@1에 무기를 삽입하십시오.,Inlay @item_11603
3003002,낮은 수준의 공격 룬 II,@item_785#item_11603#@1에 무기를 삽입하십시오.,Inlay @item_11603
3003003,중간 공격 룬 I,@item_785#item_11604#@1에 무기를 삽입하십시오.,Inlay @item_11604
3003004,중간 공격 룬 II,@item_785#item_11604#@1에 무기를 삽입하십시오.,Inlay @item_11604
3003005,고급 공격 룬 I,@item_785#item_11605#@1에 무기를 삽입하십시오.,Inlay @item_11605
3003006,고급 공격 룬 II,@item_785#item_11605#@1에 무기를 삽입하십시오.,Inlay @item_11605
3003007,낮은 수준의 방어 룬 I,@item_785#item_11606#@1에 모든 항목을 삽입하십시오.,Inlay @item_11606#@1
3003008,낮은 수준의 방어 룬 II,@item_785#item_11606#@1에 모든 항목을 삽입하십시오.,Inlay @item_11606#@1
3003009,중간 방어 룬 I,@item_785#item_11607#@1에 모든 항목을 삽입하십시오.,Inlay@item_11607#@1
3003010,중간 방어 룬 II,@item_785#item_11607#@1에 모든 항목을 삽입하십시오.,Inlay@item_11607#@1
3003011,고급 방어 룬 I,@item_785#item_11608#@1에 모든 항목을 삽입하십시오.,Inlay @item_11608#@1
3003012,고급 방어 룬 II,@item_785#item_11608#@1에 모든 항목을 삽입하십시오.,Inlay @item_11608#@1
3003013,저효율 룬 I,@item_785#item_11609#@1에 모든 도구를 삽입하십시오.,Inlay @item_11609
3003014,저효율 룬 II,@item_785#item_11609#@1에 모든 도구를 삽입하십시오.,Inlay @item_11609
3003015,중간 효율성 Rune I,@item_785#item_11610#@1에 모든 도구를 삽입하십시오.,Inlay @item_11610
3003016,중간 효율성 Rune II,@item_785#item_11610#@1에 모든 도구를 삽입하십시오.,Inlay @item_11610
3003017,고급 효율성 실행 I,@item_785#item_11611#@1에 모든 도구를 삽입하십시오.,Inlay @item_11611#@1
3003018,고급 효율성 실행 II,@item_785#item_11611#@1에 모든 도구를 삽입하십시오.,Inlay @item_11611#@1
3003019,유니버설 활성화 스톤 I,"모든 무기, 장비 또는 도구를 @item_785#item_11612#@1에 삽입하십시오.",Inlay@item_11612#@1
3003020,유니버설 액티베이션 스톤 II,"모든 무기, 장비 또는 도구를 @item_785#item_11612#@1에 삽입하십시오.",Inlay@item_11612#@1
3004001,야만인 전사 공공의 적 I.,Defeat Savage Warrior @1#r (Savage Warrior는 밤에 비정상적으로 활동하고 낮에는 졸음),야만인 전사 패배 @ 1
3004002,새비지 워리어 공공의 적 II,Defeat Savage Warrior @1#r (Savage Warrior는 밤에 비정상적으로 활동하고 낮에는 졸음),야만인 전사 패배 @ 1
3004003,새비지 워리어 공공의 적 III,Defeat Savage Warrior @1#r (Savage Warrior는 밤에 비정상적으로 활동하고 낮에는 졸음),야만인 전사 패배 @ 1
3004004,야만인 스프스토로워 공공의 적 I.,야만인 창 던지기 @1#r (야만인 창 던지기는 새비지 워리어와 같은 습관을 가지고 있지만 창을 조심하고 엄폐물을 조심하십시오),새비지 스피어맨을 처치하세요 @1
3004005,새비지 스피어맨 공공의 적 II,야만인 창 던지기 @1#r (야만인 창 던지기는 새비지 워리어와 같은 습관을 가지고 있지만 창을 조심하고 엄폐물을 조심하십시오),새비지 스피어맨을 처치하세요 @1
3004006,야만인 Spearthrower 공공의 적 III,야만인 창 던지기 @1#r (야만인 창 던지기는 새비지 워리어와 같은 습관을 가지고 있지만 창을 조심하고 엄폐물을 조심하십시오),새비지 스피어맨을 처치하세요 @1
3004007,야생 멍바오 공공의 적 I,Ye Mengbao @1을 물리칩니다#r(Ye Mengbao는 매우 장난꾸러기이며 때때로 스위치를 무차별적으로 눌러 농작물을 파괴할 수 있습니다),예멍바오를 물리치다 @1
3004008,예 멍바오 공공의 적 II,Ye Mengbao @1을 물리칩니다#r(Ye Mengbao는 매우 장난꾸러기이며 때때로 스위치를 무차별적으로 눌러 농작물을 파괴할 수 있습니다),예멍바오를 물리치다 @1
3004009,예 멍바오 공공의 적 III,Ye Mengbao @1을 물리칩니다#r(Ye Mengbao는 매우 장난꾸러기이며 때때로 스위치를 무차별적으로 눌러 농작물을 파괴할 수 있습니다),예멍바오를 물리치다 @1
3004010,새비지 사제 공공의 적 I,"새비지 프리스트를 물리치다 @1#r (새비지 사제들은 일반적으로 열대우림에 살고, 중력에서 벗어나 하늘을 날 수 있고, 손에 든 직원들은 마법의 공을 발사할 수 있고, 그들을 다룰 때 덮개를 찾는 데 주의를 기울일 수 있습니다)",새비지 프리스트를 물리칩니다 @1
3004011,새비지 사제 공공의 적 II,"새비지 프리스트를 물리치다 @1#r (새비지 사제들은 일반적으로 열대우림에 살고, 중력에서 벗어나 하늘을 날 수 있고, 손에 든 직원들은 마법의 공을 발사할 수 있고, 그들을 다룰 때 덮개를 찾는 데 주의를 기울일 수 있습니다)",새비지 프리스트를 물리칩니다 @1
3004012,새비지 사제 공공의 적 III,"새비지 프리스트를 물리치다 @1#r (새비지 사제들은 일반적으로 열대우림에 살고, 중력에서 벗어나 하늘을 날 수 있고, 손에 든 직원들은 마법의 공을 발사할 수 있고, 그들을 다룰 때 덮개를 찾는 데 주의를 기울일 수 있습니다)",새비지 프리스트를 물리칩니다 @1
3004013,독소 새비지 사제 공공의 적 I,Toxin Savage Priest를 물리칩니다 @1#r(습관은 다른 사제들과 동일하지만 그의 마법 공에 맞으면 독이 될 것입니다. 조심하세요),Toxin Savage Priest를 물리칩니다 @1
3004014,독소 새비지 사제 공공의 적 II,Toxin Savage Priest를 물리칩니다 @1#r(습관은 다른 사제들과 동일하지만 그의 마법 공에 맞으면 독이 될 것입니다. 조심하세요),Toxin Savage Priest를 물리칩니다 @1
3004015,독소 새비지 사제 공공의 적 III,Toxin Savage Priest를 물리칩니다 @1#r(습관은 다른 사제들과 동일하지만 그의 마법 공에 맞으면 독이 될 것입니다. 조심하세요),Toxin Savage Priest를 물리칩니다 @1
3004016,새비지 사제의 공공의 적 치유 I,힐링 새비지 프리스트를 물리칩니다 @1,힐링 새비지 프리스트를 물리칩니다 @1
3004017,힐링 새비지 사제 공공의 적 II,힐링 새비지 프리스트를 물리칩니다 @1,힐링 새비지 프리스트를 물리칩니다 @1
3004018,힐링 새비지 사제 공공의 적 III,힐링 새비지 프리스트를 물리칩니다 @1,힐링 새비지 프리스트를 물리칩니다 @1
3004019,Thunderbolt Savage Priest 공공의 적 I,Thunderbolt Savage Priest를 물리칩니다 @1#r(습관은 다른 사제들과 동일하지만 마법의 공은 번개를 방출하므로 매우 조심하십시오),Thunderbolt Savage Priest @1을 물리칩니다.
3004020,Thunderbolt Savage Priest 공공의 적 II,Thunderbolt Savage Priest를 물리칩니다 @1#r(습관은 다른 사제들과 동일하지만 마법의 공은 번개를 방출하므로 매우 조심하십시오),Thunderbolt Savage Priest @1을 물리칩니다.
3004021,Thunderbolt Savage Priest 공공의 적 III,Thunderbolt Savage Priest를 물리칩니다 @1#r(습관은 다른 사제들과 동일하지만 마법의 공은 번개를 방출하므로 매우 조심하십시오),Thunderbolt Savage Priest @1을 물리칩니다.
3004022,파이어 새비지 사제 공공의 적 I,Flame Savage Priest를 물리칩니다 @1#r(습관은 다른 사제들과 동일하지만 마법의 공이 부딪히면 불꽃이 점화됩니다. 화상을 입지 않도록 조심하십시오),Flame Savage Priest를 물리칩니다 @1
3004023,파이어 새비지 사제 공공의 적 II,Flame Savage Priest를 물리칩니다 @1#r(습관은 다른 사제들과 동일하지만 마법의 공이 부딪히면 불꽃이 점화됩니다. 화상을 입지 않도록 조심하십시오),Flame Savage Priest를 물리칩니다 @1
3004024,파이어 새비지 사제 공공의 적 III,Flame Savage Priest를 물리칩니다 @1#r(습관은 다른 사제들과 동일하지만 마법의 공이 부딪히면 불꽃이 점화됩니다. 화상을 입지 않도록 조심하십시오),Flame Savage Priest를 물리칩니다 @1
3004025,박쥐의 공공의 적 I,"박쥐를 물리치다 @1#r (박쥐의 작은 크기는 민첩하게 자르고, 근거리 무기로 빠른 해결에 가까워질 때까지 기다리는 것이 가장 좋습니다.)",박쥐를 물리치다 @1
3004026,박쥐의 공공의 적 II,"박쥐를 물리치다 @1#r (박쥐의 작은 크기는 민첩하게 자르고, 근거리 무기로 빠른 해결에 가까워질 때까지 기다리는 것이 가장 좋습니다.)",박쥐를 물리치다 @1
3004027,박쥐의 공공의 적 III,"박쥐를 물리치다 @1#r (박쥐의 작은 크기는 민첩하게 자르고, 근거리 무기로 빠른 해결에 가까워질 때까지 기다리는 것이 가장 좋습니다.)",박쥐를 물리치다 @1
3004028,룬 몬스터 공공의 적 I,Runic Monsters를 물리칩니다 @1#r (Runic Monsters는 Runic ore에 숨어 있습니다. Runic ore를 파면 항상 주의를 기울이십시오),룬 몬스터를 물리치다 @1
3004029,룬 몬스터 공공의 적 II,Runic Monsters를 물리칩니다 @1#r (Runic Monsters는 Runic ore에 숨어 있습니다. Runic ore를 파면 항상 주의를 기울이십시오),룬 몬스터를 물리치다 @1
3004030,룬 몬스터 공공의 적 III,Runic Monsters를 물리칩니다 @1#r (Runic Monsters는 Runic ore에 숨어 있습니다. Runic ore를 파면 항상 주의를 기울이십시오),룬 몬스터를 물리치다 @1
3004031,보이드 사도들의 공공의 적 I,"보이드 사도를 물리치다 @1#r(보이드 사도는 모든 생물의 창조력을 훔칠 것이다, 등을 돌리지 마라)",보이드 사도를 물리치다 @1
3004032,보이드 사도들의 공공의 적 II,"보이드 사도를 물리치다 @1#r(보이드 사도는 모든 생물의 창조력을 훔칠 것이다, 등을 돌리지 마라)",보이드 사도를 물리치다 @1
3004033,보이드 사도들의 공공의 적 III,"보이드 사도를 물리치다 @1#r(보이드 사도는 모든 생물의 창조력을 훔칠 것이다, 등을 돌리지 마라)",보이드 사도를 물리치다 @1
3004034,해적 마로더 공공의 적 I,해적 마로더를 물리치다 @1#r(해적들은 항상 무리를 지어 섬에 주둔한다),해적 마로더스를 물리칩니다 @1
3004035,해적 포식자 공공의 적 II,해적 마로더를 물리치다 @1#r(해적들은 항상 무리를 지어 섬에 주둔한다),해적 마로더스를 물리칩니다 @1
3004036,해적 포식자 공공의 적 III,해적 마로더를 물리치다 @1#r(해적들은 항상 무리를 지어 섬에 주둔한다),해적 마로더스를 물리칩니다 @1
3004037,해적 사냥꾼 공공의 적 I,해적 사냥꾼을 물리치다 @1#r (해적선이 침몰하면 그들을 만날 수 있습니다!),해적 사냥꾼을 물리치다 @1
3004038,해적 사냥꾼 공공의 적 II,해적 사냥꾼을 물리치다 @1#r (해적선이 침몰하면 그들을 만날 수 있습니다!),해적 사냥꾼을 물리치다 @1
3004039,해적 사냥꾼 공공의 적 III,해적 사냥꾼을 물리치다 @1#r (해적선이 침몰하면 그들을 만날 수 있습니다!),해적 사냥꾼을 물리치다 @1
3004040,작은 코르세어 공공의 적 I,작은 해적선을 물리칩니다 @1#r (작은 해적선은 더 민첩하지만 물리치기 쉽습니다),작은 해적선을 물리칩니다 @1
3004041,작은 해적선 공공의 적 II,작은 해적선을 물리칩니다 @1#r (작은 해적선은 더 민첩하지만 물리치기 쉽습니다),작은 해적선을 물리칩니다 @1
3004042,작은 코르세어 공공의 적 III,작은 해적선을 물리칩니다 @1#r (작은 해적선은 더 민첩하지만 물리치기 쉽습니다),작은 해적선을 물리칩니다 @1
3004043,미디엄 코르세어 공공의 적 I,"미디엄 해적선 격퇴 @1#r (미디엄 해적선은 모든 면에서 공정하며, 격파한 후 떨어진 보물상자에 주목하세요)",미디엄 코르세어 물리치기 @1
3004044,미디엄 코르세어 공공의 적 II,"미디엄 해적선 격퇴 @1#r (미디엄 해적선은 모든 면에서 공정하며, 격파한 후 떨어진 보물상자에 주목하세요)",미디엄 코르세어 물리치기 @1
3004045,미디엄 코르세어 공공의 적 III,"미디엄 해적선 격퇴 @1#r (미디엄 해적선은 모든 면에서 공정하며, 격파한 후 떨어진 보물상자에 주목하세요)",미디엄 코르세어 물리치기 @1
3004046,대형 해적선 공공의 적 I,대형 해적선 격퇴 @1#r (대형 해적선은 큰 타격을 받으면 폭탄 보트를 풀어줄 테니 폭파되지 않도록 조심하세요),대형 해적선 격퇴 @1
3004047,큰 코르세어 공공의 적 II,대형 해적선 격퇴 @1#r (대형 해적선은 큰 타격을 받으면 폭탄 보트를 풀어줄 테니 폭파되지 않도록 조심하세요),대형 해적선 격퇴 @1
3004048,큰 코르세어 공공의 적 III,대형 해적선 격퇴 @1#r (대형 해적선은 큰 타격을 받으면 폭탄 보트를 풀어줄 테니 폭파되지 않도록 조심하세요),대형 해적선 격퇴 @1
3004049,공공의 적 I,블라스트 에그 격퇴 @1#r(블라스트 에그는 화산 지역에서 더 흔하지만 이름과 마찬가지로 언제든지 폭발할 수 있습니다),폭탄 달걀을 물리치다 @1
3004050,공공의 적 II,블라스트 에그 격퇴 @1#r(블라스트 에그는 화산 지역에서 더 흔하지만 이름과 마찬가지로 언제든지 폭발할 수 있습니다),폭탄 달걀을 물리치다 @1
3004051,팝핑 에그 공공의 적 III,블라스트 에그 격퇴 @1#r(블라스트 에그는 화산 지역에서 더 흔하지만 이름과 마찬가지로 언제든지 폭발할 수 있습니다),폭탄 달걀을 물리치다 @1
3004052,포이즌테일 스콜피온 공공의 적 I,"독꼬리 전갈을 물리치다 @1#r(사막에서 독꼬리 전갈 무리를 만나면 세게 들고 다니지 마라, 실수로 마비되는 것은 농담이 아니다)",포이즌 테일 스콜피온 물리치기 @1
3004053,독꼬리 전갈 공공의 적 II,"독꼬리 전갈을 물리치다 @1#r(사막에서 독꼬리 전갈 무리를 만나면 세게 들고 다니지 마라, 실수로 마비되는 것은 농담이 아니다)",포이즌 테일 스콜피온 물리치기 @1
3004054,포이즌테일 스콜피온 공공의 적 III,"독꼬리 전갈을 물리치다 @1#r(사막에서 독꼬리 전갈 무리를 만나면 세게 들고 다니지 마라, 실수로 마비되는 것은 농담이 아니다)",포이즌 테일 스콜피온 물리치기 @1
3004055,헤일링은 공공의 적을 지킨다,바다 정령 경비대 격퇴 @1#r (바다 정령 경비대 무리는 종종 바다 밑바닥의 난파선 근처에서 발견될 수 있습니다),헤일링 가드를 물리치다 @1
3004056,헤일링 가드 공공의 적 II,바다 정령 경비대 격퇴 @1#r (바다 정령 경비대 무리는 종종 바다 밑바닥의 난파선 근처에서 발견될 수 있습니다),헤일링 가드를 물리치다 @1
3004057,헤일링 가드 공공의 적 III,바다 정령 경비대 격퇴 @1#r (바다 정령 경비대 무리는 종종 바다 밑바닥의 난파선 근처에서 발견될 수 있습니다),헤일링 가드를 물리치다 @1
3004058,경비원 공공의 적 I,모래 수호자를 물리치십시오 @1#r(모래 수호자는 사막 오아시스 지하에서 찾을 수 있습니다),판매 가드를 물리칩니다 @1
3004059,경비원 공공의 적 II,모래 수호자를 물리치십시오 @1#r(모래 수호자는 사막 오아시스 지하에서 찾을 수 있습니다),판매 가드를 물리칩니다 @1
