ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
278,Dragon Démon - Carper,"Il était un héros tueur de dragons, mais après avoir combattu avec des dragons pendant une longue période, il s'est transformé en dragon, devenant à moitié humain et à moitié dragon. Il a résisté à la tentation du pouvoir dans le sang du dragon et a adhéré à sa propre nature, mais les changements dans son corps ont encore causé la peur parmi les villageois. Avec une nouvelle vie, Carper a commencé à chercher une nouvelle maison.",,Effets du corps : Le jeu peut réaliser la fonction de déformation et changer de forme !,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : la lumière violette des étoiles dérive de votre corps !,#cda5b0a déformation : Cliquez sur le bouton de déformation à gauche pour vous transformer en dragon étoile de l'écran du ciel ! #n,#cda5b0a est limité à la sortie du coffret cadeau Dream Building #n,
279,Chasseur de Fantômes - Damon,"À l'Halloween, lorsque les fantômes voyagent, il y a toujours des mauvais esprits avec de mauvaises intentions mélangées. Avec un éclair de lumière de couteau, tous les mauvais esprits sont massacrés sous le crochet bleu et la faucille. En plus du bruit partout, il regarde la paix du festival avec la lumière de l'âme rougeoyante.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Le feu de l'âme bleue dérive du corps !,,,,
280,Orion,"""Jingle, jingle, jingle cloches""... 
 En fredonnant des chansons familières, en suspendant des boules lumineuses et des rubans sur le grand arbre de Noël et la plus grande étoile au sommet, laissez Orion l'allumer !",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : les étoiles flottent !,,,,
281,Feifei,"Les pas sont plus légers que les flocons de neige qui tombent silencieusement, et les empreintes de fleurs de prunier peu profondes derrière eux sont encore plus belles. 
 Vêtu d'une tenue de fête spécialement préparée, le comportement de Feifei en marchant dans la neige pourrait être plus élégant !",Les objets déverrouillés peuvent être obtenus par le biais d'activités,Photo de profil : Déverrouiller la photo de profil.,Empreintes de marche : laissez des empreintes de pattes de chat là où vous marchez.,,,,
282,La version est trop basse,"Zhu Yin, le chanteur principal du groupe de rock électrique, a deux styles de performance complètement différents : doux et froid comme une brise caressant les feuilles de bambou, ou féroce et violent comme des ombres de bambou dansant sauvagement sous la pluie.
Le fait qu'il y ait deux âmes dans le corps ne peut être connu des autres!",,Photo de profil ： déverrouiller la photo de profil 。,#cda5b0a changement de couleur ： cliquez sur le bouton de changement de couleur à gauche ， pouvez passer à l'état bambou vert 。 #n,#cda5b0a changement de couleur : Cliquez sur le bouton de changement de couleur à gauche pour passer à l'état crépusculaire. #n,,,
283,La version est trop basse,"Zhu Yin, le chanteur principal du groupe de rock électrique, a deux styles de performance complètement différents : doux et froid comme une brise caressant les feuilles de bambou, ou féroce et violent comme des ombres de bambou dansant sauvagement sous la pluie.
Le fait qu'il y ait deux âmes dans le corps ne peut être connu des autres!",,Photo de profil ： déverrouiller la photo de profil 。,#cda5b0a changement de couleur ： cliquez sur le bouton de changement de couleur à gauche ， pouvez passer à l'état de cerise de nuit 。 #n,#cda5b0a changement de couleur : Cliquez sur le bouton de changement de couleur à gauche pour passer à l'état du matin. #n,,,
284,Châtaignes,"Le petit écureuil doux et timide est un excellent violon majeur au Conservatoire de musique d'Akiba. Elle est généralement très timide, mais quand elle joue du violon, il semble que des notes de musique dorées clignotent sur tout son corps.",,Photo de profil : Déverrouiller la photo de profil.,Effets corporels : des notes de musique dorées flottent !,,,,
285,"Agent des bêtes extrêmes, Luo Ze Qing","L ""élite du clan du Lapin des Neiges, impitoyable et fière, est membre de l'organisation d'agents vedettes Gomanda -"" Extreme Beast Attack "". L'arme est un pistolet à hélium fabriqué par le clan Snow Rabbit, portant un viseur à très grande vitesse et capable de tirer à longue distance.",,Photo de profil : Déverrouiller la photo de profil.,Empreintes de marche : Les empreintes de flocon de neige sont laissées là où vous marchez.,,,,
286,Reina,"Le batteur principal absolu du groupe de rock électrique, le tambour féroce comme une tempête est le style préféré de Reina. Quant au tonnerre électrique et léger qui se produit de temps en temps pendant la représentation... Est-ce vraiment juste un effet spécial de scène ? 
 Qu'à cela ne tienne ! Mangeons ensemble de délicieux ramen après le spectacle !",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : La foudre va éclater sur le corps !,#cda5b0a est limité à la sortie du coffret cadeau Dream Building #n,,,
287,Mary Lou,"""Jingle, jingle, jingle cloches""... 
 Des chansons familières et gaies résonnent dans les rues, la fête de Noël de Marylou, tu veux venir ?",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : les étoiles flottent !,,,,
288,Alice,"La journée est enveloppée d'argent, attendant que les fleurs de gel fleurissent. 
 Quand tout est tranquille, faites du snorkeling avec les cétacés. 
 Il n'y a pas de fin à dire sur la magie de l'hiver ~",,Photo de profil : Déverrouiller la photo de profil.,Empreintes de marche : des cristaux de glace et des flocons de neige sont laissés là où vous marchez.,#cda5b0a est limité à la sortie du coffret cadeau Dream Building #n,,,
289,La version est trop basse,,,,,,,,
290,La version est trop basse,,,,,,,,
291,Tour de neige,"Envoyez des cadeaux rayonnants, applaudissez et recevez des enveloppes rouges. 
 Ce n'est pas la neige qui flotte vers le bas, ce sont de nouveaux vêtements d'hiver pour toutes choses !",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Des flocons de neige tombent sur votre corps !,,,,
292,Explosion de bambou,"Grincement, grincement, 
 Ce n'était pas des pétards qui explosaient, c'était la nouvelle année et le nouveau temps !",,Photo de profil : Déverrouiller la photo de profil.,Effets spéciaux du corps : des noeuds chinois représentant la bonne chance sont éparpillés sur le corps !,,,,
293,"Lord of the Aegean Palace, Canorus","Les fougères marchent dans la nuit avec le son du piano, 
 Lingmiao Zhou Xing a dispersé des sons de flûte spéculatifs. 
 La queue de poisson et la corne de mouton s'appellent logique rationnelle, 
 Le chaos reconstruit les forteresses défensives tombera.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Entourez-vous de la puissance du Capricorne !,,,,
294,"Arias, seigneur du vase d'argent","L'inspiration séchée à l'air s'envole vers le pays de la fantaisie, 
 Des rêves et des pensées étranges errent dans la galaxie. 
 Comme la rosée des bulles brassant la galaxie éthérée, 
 Mettez les raisins dans une bouteille d'argent et buvez de l'agar sucré.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Entourez-vous de la puissance du Verseau !,,,,
295,Tang Kexin,"La cuillère dorée est agitée, le sirop est jeté et le lapin des neiges est peint vigoureusement. 
 Gudu gudu, doux pot de cuivre, saute hors de la bête gardienne des fées !",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : les peintures de sucre flottent !,,,,
296,Tang Keyi,"Jin Mo balançait ses cheveux, des ciseaux volaient et la bête soufflante de sucre était vive. 
 Pétrissant et tirant, appelant à l'immortalité, des étincelles flottant et appelant à la paix !",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : les peintures de sucre flottent !,,,,
297,Perot,"La mystérieuse fille qui a grandi dans le village de pêcheurs aurait le pouvoir d'un dieu et garde seule les idoles et les trésors. Elle est gentille et généreuse, et rit toute la journée, mais elle est toujours très calme face au danger, et rien ne semble la mettre en colère ou peureux.",,Photo de profil : Déverrouiller la photo de profil.,,,,,
298,Ronnus,"Adolescent ayant grandi dans l'outback, il était avide d'aventure depuis son enfance, et aimait explorer l'inconnu et enfreindre les règles. Suivez les traces des quatre fils de Mimeng et du capitaine Tom jusqu'à l'île légendaire où existe le trésor du dieu de la mer, déterminé à trouver le trésor et à devenir célèbre partout dans le monde.",Les objets déverrouillés peuvent être obtenus via l'événement,Photo de profil : Déverrouiller la photo de profil.,,,,,
299,Soundwave,"Le personnel de renseignement des Decepticons détient tous les échanges de renseignements des Decepticons, et sa loyauté et sa capacité ont été affirmées par Megatron. Sonic a apporté l'armée de bande : chien robot, oiseau laser, confus, esprit chauve-souris, etc., et a obtenu les Autobots. Intelligence sur de nombreux plans d'action importants.",,Photo de profil : Déverrouiller la photo de profil.,Empreintes de pas : les empreintes du logo du camp seront laissées là où vous marchez.,"#cda5b0a Invoquer : Vous pouvez invoquer une légion de bande et obtenir un effet de buff, cliquez sur le bouton gauche pour prévisualiser! #n",,,
300,Mungo,"La crème molle est étalée dans le fond de la tasse et le fruit rond est arraché des branches. 
 Goût hydratant et lèvres et dents parfumées, la couleur dorée apporte de la douceur !",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Les grains de mangue flottent !,,,,
301,Xiao Yuaner,"Le vice-président par intérim de la Food Fun Star Dim Sum Association, en plus de gérer son propre magasin de yuanxiao, aime également visiter d'autres magasins de dim sum. Une fois une meilleure matière première trouvée, il fera de la recherche et du développement ce soir-là et lancera un nouvel événement produit le lendemain. En ce qui concerne l'événement, combien de réduction sera-t-il ? Désolé, c'est correct d'en obtenir deux de plus, de réduction ? Cela ne fonctionnera pas !",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Tangyuan flottent autour !,,,,
302,La version est trop basse,Une attaque vigoureuse ， bataille rend la queue de cheval excitée et se balançant ， bombardement rapide ， le son des balles fait rire plus que 。 ne l'attendais pas ， petit loli peut également porter un canon ， sauver le monde!,,Photo de profil ： déverrouiller la photo de profil 。,Effets corporels ： corps avec amour!,,,,
303,La version est trop basse,Calcul minutieux ， élaboration de stratégies 。 l'arrière ， gagne des milliers de kilomètres 。 Hein? Poings serrés ， front en sueur? Il s'avère que le commandant froid est également incertain 。,,Photo de profil ： déverrouiller la photo de profil 。,Effets corporels ： corps avec une énergie de combat!,,,,
304,Rebecca,"Les oreilles de lapin en velours blanc tremblaient et la jolie jupe se balançait. 
 Le papier de bonbon en verre est brillant et le miracle laiteux arrive. 
 Jingling Jingling ~ Lapin fille magique, transformez-vous !",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : les phoques lapins flottent !,,,,
305,La version est trop basse,,,,,,,,
306,"Le saint guide de la vigne magique, Felicia","Quand la beauté est convoitée, les visages avides pillent la vie, 
 Lorsque les fleurs sont rejetées, la saleté rampante souille le pays des merveilles. 
 Accueillez le retour de l'esprit des fleurs et rajeunissez les mille fleurs. 
 Lorsque les fleurs sont en pleine floraison, les papillons se dressent.",,"Changements d'éclairage : Façonnez avec l'éclairage ambiant dans la carte, cliquez sur le bouton à gauche pour afficher les instructions.","#cda5b0a Transformer : Transformez-vous en esprit secret lorsque la lumière ambiante est supérieure à 9, cliquez sur le bouton à gauche pour prévisualiser. #n",#cda5b0a voiture exclusive : Cliquez sur le bouton à gauche pour utiliser la voiture de l'assistant exclusif. #n,"#cda5b0a Action d'expression exclusive : le ciel qui tombe pluie de pétales, cliquez sur le bouton gauche pour prévisualiser. #n",#cda5b0a limité à la sortie du coffret cadeau Xinghui #n,
307,"Elfe mystérieuse, Felicia","Des fleurs sont pleines d'épines, afin de cesser de convoiter au fond de mon coeur, 
 Ce n'est que lorsqu'il est riche et contient une toxicité qu'il peut avoir la capacité de résister. 
 Dans un éclair d'inspiration, transformez l'attaque en aide. 
 Quelques jours de réflexion, créant une nouvelle ère de magie.",,"Changements d'éclairage : Façonnez avec l'éclairage ambiant dans la carte, cliquez sur le bouton à gauche pour afficher les instructions.","#cda5b0a transformation : Lorsque la lumière ambiante est inférieure ou égale à 9, transformez-vous en guide saint vigne magique, cliquez sur le bouton à gauche pour prévisualiser. #n",#cda5b0a voiture exclusive : Cliquez sur le bouton à gauche pour utiliser la voiture de l'assistant exclusif. #n,"#cda5b0a Action d'expression exclusive : le ciel qui tombe pluie de pétales, cliquez sur le bouton gauche pour prévisualiser. #n",#cda5b0a limité à la sortie du coffret cadeau Xinghui #n,
308,Valena,"Respirer et sentir le rythme du vent,
Touchez les reliques naturelles avec vos propres mains.
Prenez des risques et écrivez des chapitres gratuits.",,Photo de profil : Déverrouiller la photo de profil.,Empreintes de pas : laissez des empreintes de chat là où vous marchez.,,,,
309,Marque,"Écoutez la voix de la forêt,
Entrez dans le no man's land sous la lune.
Allez contre la foule et explorez les secrets du plein air.",,Photo de profil : Déverrouiller la photo de profil.,Empreintes de pas : laissez les empreintes de pas du chiot là où vous marchez.,,,,
310,Erin,"La rosée grimpait sur les brins d'herbe et se balançait dans le vent.
La terre se secoue des grains de givre, et le printemps bourgeonne!",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Radis flottant sur le corps!,,,,
311,Elton,"Le soleil brillait sur la ferme, et les oiseaux gazouillaient.
La pelle retourne le sol, et la sueur engendre l'espoir!",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Radis flottant sur le corps!,,,,
312,Qingyun,"Banderole de peinture au pinceau à condensation, émail de peinture de couleur fine.
La porte du poêle brûle la nouvelle rime, et l'exposition est Zhu Rong Fang.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Spot de lumière flottant sur le corps!,,,,
313,La version est trop basse,,,,,,,,
314,La version est trop basse,,,,,,,,
315,moo moo,"Chanter dans le vent et danser dans le blizzard.
Avoir les cheveux les plus doux et jouer avec la dague la plus tranchante.
Salutations du plateau enneigé, mon ami.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Des flocons de neige flottent sur le corps!,,,,
316,Hua Qiqi,"Ouf ~ Ouf ~ Soufflez tous les souhaits que vous voulez réaliser dans le ballon.
Dans les jours à venir, on devrait aussi jouer ensemble ~
Après tout... chaque jour avec toi est mon souhait devenu réalité.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Starlight flotte sur le corps!,,,,
317,vert d'eau claire,"Le ciel et l'eau sans fin sont bleus, et les petites montagnes sont vertes.
Les vagues de fumée contiennent du vert et Shi Jian est choqué par les images.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Des triangles d'or sont éparpillés sur le corps!,,,,
318,gâteau gâteau,"Fête chaleureuse, fête chaude. Mimeng Koala, transmets le bonheur!
Avec un gâteau gâteau, avec une douce mélodie, chantez pour aujourd'hui ~",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Starlight flotte sur le corps!,,,,
319,Haricots de riz,"Toux toux, entretien,
Quel ami a mal aux dents en mangeant trop de sucre?
Les pépites de chocolat sont bonnes, mais vous ne pouvez pas en manger plus ~",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : des pépites de chocolat flottent!,,,,
320,Escapade,"Tuer n'est pas mon intention.
Péché, les rivières et les lacs jugeront par eux-mêmes.
Le vent est froid comme une lame, et l'épée passe sans laisser de trace.
Ce soir, une épreuve de force!",,Photo de profil : Déverrouiller la photo de profil.,Effets corporels : des taches de lumière verte flottant sur le corps!,,,,
321,Nipro,"Les cheveux doux sont charmants pour les yeux, et c'est comme une cerise qui tombe.
Ne me demandez pas mon nom de code, je suis Rogue Fairy n ° 1.
Démon ou chevalier? Mon identité dépend de vous.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Starlight dérive du corps!,,,,
322,Bofill,"Il n'est pas difficile de transformer la pierre en or, le bien et le mal ont de longs hauts et bas, le papier blanc devient des personnages noirs, et la magie ne change pas la morale. Si la gentillesse ne peut pas vous émouvoir, alors je jetterai de la magie. Changez!
C'est une bonne carte, pas pour un méchant.",,Photo de profil : Déverrouiller la photo de profil.,Effets corporels : les cartes flottent!,,,,
323,Carte de Lingxi,"Sentant sombrement chaud en hiver, j'ai levé la tête vers le lac.
Allez jouer avec les coquilles de couleurs et écoutez le son du nouveau lotus un peu partout.",,"Changements spéciaux : Le jeu peut réaliser la fonction de transformation, changer la forme et l'état!","#cda5b0a Transformation : Vous pouvez changer en forme de sirène dans l'eau, cliquez sur le bouton à gauche pour prévisualiser! #n",Talent : Peut stimuler des lignées spéciales et respirer librement sous l'eau!,Cadre d'avatar : déverrouille automatiquement le cadre d'avatar dynamique lorsqu'il est obtenu.,#cda5b0a Limité à la production de Star Pack#n.,
324,Vous connaissez Weeping Pearl Immortal?,"Boire la nuit pour dissoudre la lune et pendre des perles fluorescentes.
Dieu eut pitié de la lâcheté de Fendai, et les larmes se transformèrent en Jinze Dew.",,"Changements spéciaux : Le jeu peut réaliser la fonction de transformation, changer la forme et l'état!","#cda5b0a Transformation : Il peut être transformé en une forme naturelle sur terre, cliquez sur le bouton à gauche pour prévisualiser! #n",Talent : Peut stimuler des lignées spéciales et respirer librement sous l'eau!,,#cda5b0a Limité à la production de Star Pack#n.,
325,Hein,"Dansant dans le vent comme de la soie,
Le fond de la mer est caché comme un jade.
Émettant de la légèreté avec la brise marine,
Il n'y a aucune trace d'errance.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Les bulles flottent!,#cda5b0a Limité à la production de Dreamer Pack#n.,,,
326,Halvi,"Marchant à la frontière de la vie et de la mort, l'âme nage dans les milliers de morts-vivants.
Les ailes de la bravoure fleurissent brillamment, les mauvaises pensées s'élèvent et elles rugissent.
Les blessures brisées exigent la guérison de la confiance.
Cette déception perçante s'est déjà faufilée dans mes poumons et a gémi à voix basse.",,Photo de profil : Déverrouiller la photo de profil.,Effets corporels : des plumes noires flottant du corps!,,,,
327,Glenny,"Essuyez l'épaule rose noire, ouvrez Pandora, l'os de chauve-souris de tatouage d'âme, et le sourire brûle sur le crâne.
Né au crépuscule, caché au matin - l'obscurité est mon destin.
Le rouge Sakura et le blanchissage poignant, le squelette et le punk coexistent.",,Photo de profil : Déverrouiller la photo de profil.,Effets corporels : chauves-souris et cœurs roses flottant!,"Personnalisation : Après l'obtention, vous pouvez associer librement la décoration du dos, la décoration du visage, les bijoux et d'autres pièces dans [Personnalisation]!",,,
328,Big Mars,"Le cycle du destin, les engrenages ne tournent jamais involontairement, mais il préfère se moquer de cet avenir ridicule.
Le rythme est une lame, les paroles sont des balles, et les ""voyous"" qui ne se battent jamais utilisent la musique pour réveiller la ville engourdie.
Peut-être que les rêves se réveilleront toujours, mais ce n'est pas le moment",,Photo de profil : Déverrouiller la photo de profil.,Empreintes de pas : laissez des empreintes de pas d'étoiles là où vous marchez.,,,,
329,Marlene,"Sous les projecteurs splendides, seuls les mêmes hymnes sont autorisés à être chantés, et les rues errent, et sa guitare électrique hurlante rugit la vraie douleur et la beauté de la vie.
Alors que faire si elle n'est pas reconnue? L ""âme rebelle et libre sera sûrement attirée par le chant de Marlene et brisera les chaînes.",,Photo de profil : Déverrouiller la photo de profil.,Empreintes de pas : laissez des empreintes de pas d'étoiles là où vous marchez.,,,,
330,Fiche Homme Xiaomi,"Revêtant son uniforme de super-héros préféré, l'homme au drap Xiaomi, qui reste attaché à la justice, est en route !",,Avatar : Débloquer l'avatar,Effet corporel : Des points lumineux dorés vous entourent !,,,,
331,Ange,"Angel, accablé par ses ailes mutantes, a été sauvé par un soldat mécanisé. Ensemble, ils se sont battus pour protéger le dernier bastion de l'humanité, symbole d'espoir.",,Avatar : Débloquer l'avatar,Effet corporel : Des plumes blanches flottent autour du corps !,,#cda5b0a Interaction : Peut déclencher des actions interactives avec Isaia !#n,,
332,Isaïe,"Engagé dans des combats incessants avec des créatures mutantes tout au long de l'année, Isaia lutte contre le même virus qui ronge son corps et même son esprit...",,Avatar : Débloquer l'avatar,Effet corporel : Cubes d'énergie flottant autour du corps !,,#cda5b0a Interaction : Peut déclencher des actions interactives avec Angel !#n,,
333,Barricade,Barricade est un combattant Decepticon qui peut voir à travers les humains en un coup d'oeil et utiliser la confiance des gens pour les tromper. Il aime aussi déchirer les adversaires en lambeaux avec des armes puissantes et des mains hydrauliques.,,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : La foudre flotte sur le corps!,#cda5b0a Déformation : Cliquez sur le bouton Déformation à gauche pour changer la forme du robot / véhicule! #n,,,
334,Kexi fille brillante,"Kexi Guanghui a une belle apparence, et le chariot d'échecs est son joli symbole. Ambitieuse, elle manipule l'amitié comme pouvoir, et est finalement vaincue et transformée en statue de pierre.",,Photo de profil : Déverrouiller la photo de profil.,Effets corporels : les flammes flottent!,,,,
335,pomme lili fille,"Apple Lili est la sœur d'Apple Jia'er et l'un des membres fondateurs de la Légion mignonne. En plus d'aider à collecter des pommes dans le verger de pommiers sucrés, elle travaillera également dur pour le logo mignon avec le bébé chéri et accrocheur Lulu.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Les fleurs sont éparpillées sur le corps!,,,,
336,fille coeur de neige,"Le Cœur de Neige est la fille de la Princesse de l'Armure Brillante et de la Phonologie, nommée en l'honneur de la cérémonie du cristal lorsqu'elle brisa le cœur de cristal d'un cri. Après cela, sa magie fut stabilisée et cela ne se reproduisit plus jamais.",,Photo de profil : Déverrouiller la photo de profil.,Effets corporels : des points de lumière roses flottant sur le corps!,,,,
337,"Prince Akaya, Liansheng","Dans ce monde chaotique
N'ayez pas peur des enfants blessés
Qui veut encore blesser les gens
Par-dessus le fleuve et par-dessus la mer, il ne sera pas épargné!",,"Changements spéciaux : Le jeu peut réaliser la fonction de transformation, changer la forme et l'état!","#cda5b0a Décoloration : capacité divine : forme juvénile commutable, cliquez sur le bouton à gauche pour prévisualiser. #n",,,,
338,"Lingze Boy, Liansheng","Tous les êtres me regardent
Ignorant et sans souci
La fleur de lotus derrière moi fleurit
Le vent et les vagues d'automne ont suscité beaucoup de vent et de nuages.",,"Changements spéciaux : Le jeu peut réaliser la fonction de transformation, changer la forme et l'état!","#cda5b0a pouvez changer le formulaire adulte, cliquez sur le bouton à gauche pour prévisualiser. #n",,,,
339,Shaohua,"Le paquet de moxa tire doucement dans les orchidées et les fleurs de Jiayang prolifèrent soudainement.
Yuelang Dragon Boat Dragon Boat Festival Tour, cinq boulettes de soie et jaspe transparent.
Tenez le ventilateur Huanxi pour dissiper la chaleur, et le soleil rouge descend pour rappeler les anciennes plaines.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Des feuilles vertes flottent sur le corps!,,,,
340,Doris,"Je me faufile dans les rues avec des messages venus de loin, j'ai juste besoin d'un sourire du destinataire pour m'encourager.",,Avatar : Débloquer l'avatar,Effet de corps : Les enveloppes vous entourent !,,,,
341,Dole,"La musique des joies et des peines a atteint toutes les familles.
Les messages ont été livrés à temps, au son de la cloche.
En tant que porteur, mon devoir est de protéger chaque lettre avec soin.",,Avatar : Débloquer l'avatar,Effet de corps : Les enveloppes vous entourent !,,,,
342,Lambert,"Avec l'aide des étoiles et de la volonté, l'astrologie commence à travailler.
Les roues du destin s'entrecroisent, annonçant le cycle de la destinée.
Les légendes de l'avenir ne s'effacent jamais. Et moi, à la recherche de ce qui a été perdu.",,Avatar : Débloquer l'avatar,Effet de corps : Les étoiles vous entourent !,,,,
343,Martini,"When Martini first became a bounty hunter, his initial intention was to protect those who couldn't defend themselves. During a battle against a genetically modified dinosaur, he sustained severe injuries to his joints. However, the dinosaur skull he carries with him strikes fear into the hearts of the most notorious criminals.",Objets déverrouillables via activités,Avatar : Débloquer l'avatar,Effet corporel : Des taches lumineuses vous entourent !,,,,
344,Ciel Sacré,"Ciel Sacré, chef de l'équipe Géant Indomptable, a vaincu le Tyranosaure, courageux et juste.",,Avatar : Débloquer.,Effet corporel : Des flammes jaillissent derrière lui/elle！,"#cda5b0aTransformation : Clic gauche, robot/véhicule ! #n",,,
345,"Chanson été, Rêve","Brise estivale entre habits et cheveux, beauté rencontrée à l'improviste.",,Avatar : Débloquer.,Des fleurs flottent autour de son corps !,,,,
346,Étoiles dansantes Belinda,"Skate, musique, vol au sol.",,Avatar : Débloquer.,Effet corporel : Des notes de musique flottent autour du corps！,,,,
347,"Soleil paresseux, Paní","Fatigué, lit.",,Avatar : Débloquer.,Une aura de somnolence flotte！,,,,
348,Bonjour Kitty Lorna,Aimes le nœud ? Pas pour offrir !,,Avatar : Débloquer.,Effet corporel : Des pétales flottent autour du corps！,Empreintes fleuries marchées。,,,
349,Cinnamoroll Nimo,"Pétales parfumés, temps arrêté.",,Avatar : Débloquer.,Des fleurs flottent autour de son corps !,Empreintes sucrées de passage。,,,
350,Galán,"Grotte passé, prince traversé, souffrance vécue, rêve étonnant.",,Avatar : Débloquer.,Effet corporel : Des notes de musique flottent autour du corps！,"Personnalisation : Achetez et combinez dos, visage et main.",,,
351,Fraises Tenten,"Trois vagues de chaleur, été sans fraîcheur,
Peau verte, coque rouge, douceur de sable frais.
Arôme fruitier soulage la chaleur,
Froid en bouche, éclat corporel.",,Avatar : Débloquer.,Effet corporel : une odeur de pastèque flotte dans l'air !,,,,
352,Aiden,"Commandant dirige, pas loyauté. Brave, vise victoire. Contre-attaque change tout.",Les objets débloqués peuvent être obtenus par l'événement,Avatar : Débloquer.,Effet corporel : Des points lumineux flottent autour du corps！,,,,
353,Tylnos,"Le descendant métis du carnivore Tyrannosaurus rex a une apparence majestueuse et un cœur solitaire. Lorsqu'un compagnon lit son cœur, il fera également preuve d'un côté très doux ~",,Avatar : Déverrouiller l'avatar.,Effets sur le corps : L'arôme du barbecue flotte dans le corps!,,,,
354,Trisno,"Fille métisse dinosaure herbivore, personnalité simple et faible, n'aime pas les disputes, et commence à se battre courageusement pour ce qu'elle veut avec les encouragements de son compagnon Tenos.",,Avatar : Déverrouiller l'avatar.,Effets sur le corps : Des feuilles vertes flottent sur le corps!,,,,
355,"Capitaine Hyun Yu, Yan Rui","Le vent souffle sur la forêt et le sort commence,
Le sceau du sommeil finira par se réveiller.
Capitaine Xuan Ye Xiao.
Laver la douleur de l'été et de l'été.",,"#cda5b0a Transformation : La fonction de transformation peut être réalisée dans le jeu, cliquez sur le bouton à gauche pour prévisualiser! #n","Effets sur le corps : Les feuilles d'érable sont dispersées sur le corps, laissant des empreintes de masque là où vous marchez!",Talent : Peut éveiller le pouvoir spirituel scellé et résister aux dégâts de glace!,Cadre d'avatar : déverrouille automatiquement le cadre d'avatar dynamique lorsqu'il est obtenu.,,
356,Vous connaissez Maple Fox Red Night?,"Wanli Fenghou boit de la rosée glacée.
Un morceau de deuil,
Les os froids sauvages de l'hiver.
Rien de plus qu'une pensée pour sauver des vies!",,"#cda5b0a Transformation : La fonction de transformation peut être réalisée dans le jeu, cliquez sur le bouton à gauche pour prévisualiser! #n","Effets sur le corps : Les feuilles d'érable sont dispersées sur le corps, laissant des empreintes de masque là où vous marchez!",Talent : Peut éveiller le pouvoir spirituel scellé et résister aux dégâts de glace!,Cadre d'avatar : déverrouille automatiquement le cadre d'avatar dynamique lorsqu'il est obtenu.,,
357,Cynthia,"Le chef d'orchestre étoile-lune qui utilise la magie du clair de lune est le nouveau mage de cérémonie royale. Quand elle agite le sceptre avec les étoiles et les lunes dans sa main, les notes de musique des étoiles et des lunes qu'elle récite entoureront le côté de la robe. Elle est de la ville en dehors du royaume. Elle est avec les étoiles et les lunes toute la journée, et ses cheveux moelleux en forme de nuage sont un symbole de sa douceur.",,Avatar : Déverrouiller l'avatar.,Effets sur le corps : Starlight dérive du corps!,Cadre d'avatar : Se déverrouille automatiquement.,,,
358,Skoll,"Skoll a toujours rêvé d'explorer l'univers. Aujourd'hui, il a finalement réalisé son rêve. Il a pris un vaisseau spatial, il a réparé le vaisseau spatial avec une technologie superbe, puis il a immédiatement conduit le vaisseau spatial vers l'univers. Au moment où il a percé le ciel, il a vu les étoiles et a senti la belle lumière, tout cela l'excitait.",,Avatar : Déverrouiller l'avatar.,Effets sur le corps : les étoiles flottent!,,,,
359,Scarlett,"Cool Sunshine Girl avec des cheveux roux flamboyants en forme de poulpe qui brillent vertigineusement au soleil. Elle adore explorer tous les sports du monde, en particulier le skateboard. Elle peut faire du skateboard habilement et nager entre différents obstacles. Elle est la fille de skateboard la plus cool du bloc.",,Avatar : Déverrouiller l'avatar.,Effets corporels : Octopus flottant!,,,,
360,"Summer, Fiona","Fiona, qui a grandi au bord de la mer, est ensoleillée et libre, aime jouer avec des pistolets à eau, mais sous sa douce apparence se trouve un cœur fanatique
Je... peux enfin jouer à ma guise!
Tu... veux jouer avec moi aussi?",,Avatar : Déverrouiller l'avatar.,Effets sur le corps : Des bulles flottent autour du corps!,,,,
